period_date,state_fips,state_name,gdp_millions
2001-01-01,10,Delaware,65724791
2002-01-01,10,Delaware,63702543
2003-01-01,10,Delaware,64316787
2004-01-01,10,Delaware,67735474
2005-01-01,10,Delaware,66381193
2006-01-01,10,Delaware,68411829
2007-01-01,10,Delaware,68132404
2008-01-01,10,Delaware,65771321
2009-01-01,10,Delaware,69186157
2010-01-01,10,Delaware,68291851
2011-01-01,11,District of Columbia,122636380
2012-01-01,11,District of Columbia,123567873
2013-01-01,11,District of Columbia,124094795
2014-01-01,11,District of Columbia,126883923
2015-01-01,11,District of Columbia,129110196
2016-01-01,11,District of Columbia,132217775
2017-01-01,11,District of Columbia,134298772
2018-01-01,11,District of Columbia,138056788
2019-01-01,11,District of Columbia,138909669
2020-01-01,11,District of Columbia,137640835
2021-01-01,11,District of Columbia,143141361
2022-01-01,11,District of Columbia,144554575
2023-01-01,11,District of Columbia,146024260
2001-01-01,11,District of Columbia,96185345
2002-01-01,11,District of Columbia,99014659
2003-01-01,11,District of Columbia,100969449
2004-01-01,11,District of Columbia,106547191
2005-01-01,11,District of Columbia,108884101
2006-01-01,11,District of Columbia,108848328
2007-01-01,11,District of Columbia,112287649
2008-01-01,11,District of Columbia,116213705
2009-01-01,11,District of Columbia,115645991
2010-01-01,11,District of Columbia,120393223
2011-01-01,12,Florida,849395301
2012-01-01,12,Florida,857861342
2013-01-01,12,Florida,880183486
2014-01-01,12,Florida,905648485
2015-01-01,12,Florida,945929031
2016-01-01,12,Florida,978989749
2017-01-01,12,Florida,1014866863
2018-01-01,12,Florida,1050433812
2019-01-01,12,Florida,1084913903
2020-01-01,12,Florida,1069758799
2021-01-01,12,Florida,1170526307
2022-01-01,12,Florida,1239883625
2023-01-01,12,Florida,1292787615
2001-01-01,12,Florida,714638009
2002-01-01,12,Florida,746252840
2003-01-01,12,Florida,781834214
2004-01-01,12,Florida,833946815
2005-01-01,12,Florida,883164468
2006-01-01,12,Florida,909298863
2007-01-01,12,Florida,922288301
2008-01-01,12,Florida,891766851
2009-01-01,12,Florida,840480647
2010-01-01,12,Florida,851956408
2010-01-01,13,Georgia,471588220
2011-01-01,13,Georgia,481215370
2012-01-01,13,Georgia,489027294
2013-01-01,13,Georgia,499900185
2014-01-01,13,Georgia,517511928
2015-01-01,13,Georgia,540108516
2016-01-01,13,Georgia,561718262
2017-01-01,13,Georgia,583543340
2018-01-01,13,Georgia,600934681
2019-01-01,13,Georgia,620744879
2020-01-01,13,Georgia,604745903
2021-01-01,13,Georgia,643013770
2022-01-01,13,Georgia,665678128
2023-01-01,13,Georgia,678201178
2001-01-01,13,Georgia,422731647
2002-01-01,13,Georgia,427329710
2003-01-01,13,Georgia,439074597
2004-01-01,13,Georgia,461245412
2005-01-01,13,Georgia,480838326
2006-01-01,13,Georgia,487524899
2007-01-01,13,Georgia,492238681
2008-01-01,13,Georgia,481860301
2009-01-01,13,Georgia,464016791
2011-01-01,15,Hawaii,77174209
2012-01-01,15,Hawaii,78694016
2013-01-01,15,Hawaii,80534850
2014-01-01,15,Hawaii,81304891
2015-01-01,15,Hawaii,83857638
2016-01-01,15,Hawaii,85670434
2017-01-01,15,Hawaii,87436367
2018-01-01,15,Hawaii,88836402
2019-01-01,15,Hawaii,88855240
2020-01-01,15,Hawaii,79840117
2021-01-01,15,Hawaii,84408497
2022-01-01,15,Hawaii,86887810
2023-01-01,15,Hawaii,88614343
2001-01-01,15,Hawaii,60446448
2002-01-01,15,Hawaii,62355155
2003-01-01,15,Hawaii,65623658
2004-01-01,15,Hawaii,69331961
2005-01-01,15,Hawaii,72941857
2006-01-01,15,Hawaii,74892933
2007-01-01,15,Hawaii,76434095
2008-01-01,15,Hawaii,76830203
2009-01-01,15,Hawaii,74118521
2010-01-01,15,Hawaii,76130166
2010-01-01,16,Idaho,62626418
2011-01-01,16,Idaho,62703983
2012-01-01,16,Idaho,62007288
2013-01-01,16,Idaho,64769794
2014-01-01,16,Idaho,66784897
2015-01-01,16,Idaho,67790538
2016-01-01,16,Idaho,70442505
2017-01-01,16,Idaho,72935116
2018-01-01,16,Idaho,77652137
2019-01-01,16,Idaho,81144257
2020-01-01,16,Idaho,82717394
2021-01-01,16,Idaho,88969560
2022-01-01,16,Idaho,92903678
2023-01-01,16,Idaho,95897911
2001-01-01,16,Idaho,48695420
2002-01-01,16,Idaho,49840510
2003-01-01,16,Idaho,51542561
2004-01-01,16,Idaho,55137063
2005-01-01,16,Idaho,59331913
2006-01-01,16,Idaho,60738580
2007-01-01,16,Idaho,61812075
2008-01-01,16,Idaho,63878180
2009-01-01,16,Idaho,61276051
2001-01-01,17,Illinois,688404254
2002-01-01,17,Illinois,692398081
2003-01-01,17,Illinois,703548764
2004-01-01,17,Illinois,726139030
2005-01-01,17,Illinois,741248580
2006-01-01,17,Illinois,759825672
2007-01-01,17,Illinois,769571627
2008-01-01,17,Illinois,759095327
2009-01-01,17,Illinois,740794302
2010-01-01,17,Illinois,755391375
2011-01-01,17,Illinois,772225623
2012-01-01,17,Illinois,790723271
2013-01-01,17,Illinois,795435232
2014-01-01,17,Illinois,811490102
2015-01-01,17,Illinois,825424943
2016-01-01,17,Illinois,826404691
2017-01-01,17,Illinois,832826821
2018-01-01,17,Illinois,851517192
2019-01-01,17,Illinois,858018321
2020-01-01,17,Illinois,810200898
2021-01-01,17,Illinois,855888089
2022-01-01,17,Illinois,876536000
2023-01-01,17,Illinois,885651322
2001-01-01,18,Indiana,273884440
2002-01-01,18,Indiana,280722997
2003-01-01,18,Indiana,293045179
2004-01-01,18,Indiana,303819771
2005-01-01,18,Indiana,306344585
2006-01-01,18,Indiana,312525549
2007-01-01,18,Indiana,322661718
2008-01-01,18,Indiana,322384267
2009-01-01,18,Indiana,299789016
2010-01-01,18,Indiana,320731753
2011-01-01,18,Indiana,321532778
2012-01-01,18,Indiana,323876247
2013-01-01,18,Indiana,333207355
2014-01-01,18,Indiana,343827774
2015-01-01,18,Indiana,341205184
2016-01-01,18,Indiana,348439193
2017-01-01,18,Indiana,357535761
2018-01-01,18,Indiana,368762945
2019-01-01,18,Indiana,370507207
2020-01-01,18,Indiana,359787289
2021-01-01,18,Indiana,387122038
2022-01-01,18,Indiana,399280794
2023-01-01,18,Indiana,404290315
2001-01-01,19,Iowa,128077543
2002-01-01,19,Iowa,131035207
2003-01-01,19,Iowa,137476895
2004-01-01,19,Iowa,149063210
2005-01-01,19,Iowa,153626763
2006-01-01,19,Iowa,155704453
2007-01-01,19,Iowa,162838055
2008-01-01,19,Iowa,160469102
2009-01-01,19,Iowa,156737176
2010-01-01,19,Iowa,161593058
2011-01-01,19,Iowa,164559278
2012-01-01,19,Iowa,170923725
2013-01-01,19,Iowa,171069145
2014-01-01,19,Iowa,180309935
2015-01-01,19,Iowa,185989189
2016-01-01,19,Iowa,186729878
2017-01-01,19,Iowa,187124993
2018-01-01,19,Iowa,189245131
2019-01-01,19,Iowa,188471397
2020-01-01,19,Iowa,186328235
2021-01-01,19,Iowa,201147119
2022-01-01,19,Iowa,201580392
2023-01-01,19,Iowa,202051377
2001-01-01,20,Kansas,119474054
2002-01-01,20,Kansas,121050453
2003-01-01,20,Kansas,123486685
2004-01-01,20,Kansas,124793232
2005-01-01,20,Kansas,129588206
2006-01-01,20,Kansas,136135805
2007-01-01,20,Kansas,143586593
2008-01-01,20,Kansas,147265037
2009-01-01,20,Kansas,141902512
2010-01-01,20,Kansas,143870087
2011-01-01,20,Kansas,147836794
2012-01-01,20,Kansas,150077075
2013-01-01,20,Kansas,150702889
2014-01-01,20,Kansas,154110108
2015-01-01,20,Kansas,158602592
2016-01-01,20,Kansas,164643717
2017-01-01,20,Kansas,166273557
2018-01-01,20,Kansas,169796876
2019-01-01,20,Kansas,169562265
2020-01-01,20,Kansas,168056838
2021-01-01,20,Kansas,172782367
2022-01-01,20,Kansas,177470140
2023-01-01,20,Kansas,183795569
2001-01-01,21,Kentucky,161316381
2002-01-01,21,Kentucky,165435295
2003-01-01,21,Kentucky,170481890
2004-01-01,21,Kentucky,175344567
2005-01-01,21,Kentucky,182017881
2006-01-01,21,Kentucky,186332640
2007-01-01,21,Kentucky,185790047
2008-01-01,21,Kentucky,186515929
2009-01-01,21,Kentucky,178112837
2010-01-01,21,Kentucky,186720558
2011-01-01,21,Kentucky,188389784
2012-01-01,21,Kentucky,192060141
2013-01-01,21,Kentucky,196698049
2014-01-01,21,Kentucky,196795825
2015-01-01,21,Kentucky,199487129
2016-01-01,21,Kentucky,201007150
2017-01-01,21,Kentucky,203563965
2018-01-01,21,Kentucky,205940089
2019-01-01,21,Kentucky,211783083
2020-01-01,21,Kentucky,206049605
2021-01-01,21,Kentucky,215133236
2022-01-01,21,Kentucky,219755630
2023-01-01,21,Kentucky,224418023
2011-01-01,22,Louisiana,241235869
2012-01-01,22,Louisiana,242416842
2013-01-01,22,Louisiana,236482281
2014-01-01,22,Louisiana,243042891
2015-01-01,22,Louisiana,239584133
2016-01-01,22,Louisiana,235554191
2017-01-01,22,Louisiana,239830737
2018-01-01,22,Louisiana,245220304
2019-01-01,22,Louisiana,246674444
2020-01-01,22,Louisiana,228951277
2021-01-01,22,Louisiana,237839193
2022-01-01,22,Louisiana,236854127
2023-01-01,22,Louisiana,248615513
2001-01-01,22,Louisiana,210534660
2002-01-01,22,Louisiana,214856125
2003-01-01,22,Louisiana,223576040
2004-01-01,22,Louisiana,234620824
2005-01-01,22,Louisiana,249560897
2006-01-01,22,Louisiana,247139726
2007-01-01,22,Louisiana,234216420
2008-01-01,22,Louisiana,237061610
2009-01-01,22,Louisiana,241868813
2010-01-01,22,Louisiana,253466936
2010-01-01,23,Maine,59958526
2011-01-01,23,Maine,59429729
2012-01-01,23,Maine,59181697
2013-01-01,23,Maine,59013939
2014-01-01,23,Maine,59589798
2015-01-01,23,Maine,60562978
2016-01-01,23,Maine,62037088
2017-01-01,23,Maine,63000596
2018-01-01,23,Maine,64806287
2019-01-01,23,Maine,66758382
2020-01-01,23,Maine,67410917
2021-01-01,23,Maine,71142429
2022-01-01,23,Maine,73036216
2023-01-01,23,Maine,75195388
2001-01-01,23,Maine,54066164
2002-01-01,23,Maine,55406487
2003-01-01,23,Maine,56882376
2004-01-01,23,Maine,58934847
2005-01-01,23,Maine,59589666
2006-01-01,23,Maine,59985952
2007-01-01,23,Maine,60032647
2008-01-01,23,Maine,59845088
2009-01-01,23,Maine,58771837
2001-01-01,24,Maryland,281053611
2002-01-01,24,Maryland,290400312
2003-01-01,24,Maryland,297690592
2004-01-01,24,Maryland,311504756
2005-01-01,24,Maryland,325644492
2006-01-01,24,Maryland,329874003
2007-01-01,24,Maryland,331763540
2008-01-01,24,Maryland,338165407
2009-01-01,24,Maryland,336285758
2010-01-01,24,Maryland,352622878
2011-01-01,24,Maryland,360155864
2012-01-01,24,Maryland,361561816
2013-01-01,24,Maryland,364633242
2014-01-01,24,Maryland,370343936
2015-01-01,24,Maryland,378745902
2016-01-01,24,Maryland,391950935
2017-01-01,24,Maryland,399714534
2018-01-01,24,Maryland,402480892
2019-01-01,24,Maryland,402506244
2020-01-01,24,Maryland,388782771
2021-01-01,24,Maryland,406953096
2022-01-01,24,Maryland,416406168
2023-01-01,24,Maryland,422866291
2010-01-01,25,Massachusetts,462330768
2011-01-01,25,Massachusetts,472664251
2012-01-01,25,Massachusetts,483286306
2013-01-01,25,Massachusetts,486991788
2014-01-01,25,Massachusetts,496250920
2015-01-01,25,Massachusetts,514398745
2016-01-01,25,Massachusetts,521662771
2017-01-01,25,Massachusetts,530129429
2018-01-01,25,Massachusetts,549262072
2019-01-01,25,Massachusetts,566326787
2020-01-01,25,Massachusetts,559764997
2021-01-01,25,Massachusetts,595911759
2022-01-01,25,Massachusetts,608052888
2023-01-01,25,Massachusetts,615504521
2001-01-01,25,Massachusetts,388180849
2002-01-01,25,Massachusetts,388451607
2003-01-01,25,Massachusetts,397069872
2004-01-01,25,Massachusetts,407886035
2005-01-01,25,Massachusetts,417075605
2006-01-01,25,Massachusetts,426926105
2007-01-01,25,Massachusetts,440373821
2008-01-01,25,Massachusetts,447526788
2009-01-01,25,Massachusetts,441307571
2010-01-01,26,Michigan,441271527
2011-01-01,26,Michigan,453989070
2012-01-01,26,Michigan,463302557
2013-01-01,26,Michigan,472779860
2014-01-01,26,Michigan,479534941
2015-01-01,26,Michigan,490618679
2016-01-01,26,Michigan,500159534
2017-01-01,26,Michigan,505101516
2018-01-01,26,Michigan,516842963
2019-01-01,26,Michigan,521085050
2020-01-01,26,Michigan,501893842
2021-01-01,26,Michigan,530380859
2022-01-01,26,Michigan,543720854
2023-01-01,26,Michigan,554256192
2001-01-01,26,Michigan,453301454
2002-01-01,26,Michigan,465788388
2003-01-01,26,Michigan,477085414
2004-01-01,26,Michigan,485082677
2005-01-01,26,Michigan,493796257
2006-01-01,26,Michigan,483763581
2007-01-01,26,Michigan,482935051
2008-01-01,26,Michigan,455256658
2009-01-01,26,Michigan,416297069
2011-01-01,27,Minnesota,315213316
2012-01-01,27,Minnesota,321053857
2013-01-01,27,Minnesota,329774497
2014-01-01,27,Minnesota,338623914
2015-01-01,27,Minnesota,345456250
2016-01-01,27,Minnesota,350603608
2017-01-01,27,Minnesota,354721890
2018-01-01,27,Minnesota,364799702
2019-01-01,27,Minnesota,369617386
2020-01-01,27,Minnesota,357475563
2021-01-01,27,Minnesota,377946995
2022-01-01,27,Minnesota,384727672
2023-01-01,27,Minnesota,390907909
2001-01-01,27,Minnesota,263518737
2002-01-01,27,Minnesota,268982848
2003-01-01,27,Minnesota,280796863
2004-01-01,27,Minnesota,293753938
2005-01-01,27,Minnesota,301761219
2006-01-01,27,Minnesota,302272714
2007-01-01,27,Minnesota,304208003
2008-01-01,27,Minnesota,309290354
2009-01-01,27,Minnesota,296875220
2010-01-01,27,Minnesota,308091853
2001-01-01,28,Mississippi,93515481
2002-01-01,28,Mississippi,94561460
2003-01-01,28,Mississippi,98762106
2004-01-01,28,Mississippi,101369486
2005-01-01,28,Mississippi,103691757
2006-01-01,28,Mississippi,105879896
2007-01-01,28,Mississippi,107713862
2008-01-01,28,Mississippi,109434038
2009-01-01,28,Mississippi,105360020
2010-01-01,28,Mississippi,106711769
2011-01-01,28,Mississippi,106491064
2012-01-01,28,Mississippi,108646459
2013-01-01,28,Mississippi,109032695
2014-01-01,28,Mississippi,109299569
2015-01-01,28,Mississippi,109401724
2016-01-01,28,Mississippi,109911027
2017-01-01,28,Mississippi,110281427
2018-01-01,28,Mississippi,110174777
2019-01-01,28,Mississippi,111207799
2020-01-01,28,Mississippi,110322805
2021-01-01,28,Mississippi,115675050
2022-01-01,28,Mississippi,116557123
2023-01-01,28,Mississippi,119548365
2001-01-01,29,Missouri,260381100
2002-01-01,29,Missouri,264997650
2003-01-01,29,Missouri,271970479
2004-01-01,29,Missouri,279128189
2005-01-01,29,Missouri,285341740
2006-01-01,29,Missouri,286558332
2007-01-01,29,Missouri,288320839
2008-01-01,29,Missouri,297881763
2009-01-01,29,Missouri,289566782
2010-01-01,29,Missouri,295986430
2011-01-01,29,Missouri,292984242
2012-01-01,29,Missouri,296514292
2013-01-01,29,Missouri,302025663
2014-01-01,29,Missouri,303617847
2015-01-01,29,Missouri,308009904
2016-01-01,29,Missouri,308423302
2017-01-01,29,Missouri,311273761
2018-01-01,29,Missouri,314182398
2019-01-01,29,Missouri,321329082
2020-01-01,29,Missouri,315332580
2021-01-01,29,Missouri,331580860
2022-01-01,29,Missouri,339652446
2023-01-01,29,Missouri,348487426
2010-01-01,30,Montana,42469794
2011-01-01,30,Montana,43532195
2012-01-01,30,Montana,44329081
2013-01-01,30,Montana,45114692
2014-01-01,30,Montana,46166675
2015-01-01,30,Montana,47765609
2016-01-01,30,Montana,47189605
2017-01-01,30,Montana,48470545
2018-01-01,30,Montana,49454951
2019-01-01,30,Montana,50263472
2020-01-01,30,Montana,49981446
2021-01-01,30,Montana,53303661
2022-01-01,30,Montana,55193879
2023-01-01,30,Montana,57373329
2001-01-01,30,Montana,32689630
2002-01-01,30,Montana,33663844
2003-01-01,30,Montana,35249512
2004-01-01,30,Montana,36949912
2005-01-01,30,Montana,38848976
2006-01-01,30,Montana,40055038
2007-01-01,30,Montana,42057663
2008-01-01,30,Montana,42049328
2009-01-01,30,Montana,40938421
2001-01-01,31,Nebraska,82268061
2002-01-01,31,Nebraska,83433233
2003-01-01,31,Nebraska,88310697
2004-01-01,31,Nebraska,90607570
2005-01-01,31,Nebraska,94555959
2006-01-01,31,Nebraska,97322776
2007-01-01,31,Nebraska,99780730
2008-01-01,31,Nebraska,99860115
2009-01-01,31,Nebraska,99986382
2010-01-01,31,Nebraska,103940811
2011-01-01,31,Nebraska,109734204
2012-01-01,31,Nebraska,109686280
2013-01-01,31,Nebraska,111382221
2014-01-01,31,Nebraska,115651916
2015-01-01,31,Nebraska,119640844
2016-01-01,31,Nebraska,121303098
2017-01-01,31,Nebraska,123219865
2018-01-01,31,Nebraska,125543447
2019-01-01,31,Nebraska,127568888
2020-01-01,31,Nebraska,126734862
2021-01-01,31,Nebraska,134939876
2022-01-01,31,Nebraska,139440943
2023-01-01,31,Nebraska,145019622
2010-01-01,32,Nevada,142614154
2011-01-01,32,Nevada,144341195
2012-01-01,32,Nevada,142986066
2013-01-01,32,Nevada,144549285
2014-01-01,32,Nevada,145303555
2015-01-01,32,Nevada,151055866
2016-01-01,32,Nevada,156007391
2017-01-01,32,Nevada,163199058
2018-01-01,32,Nevada,168638546
2019-01-01,32,Nevada,176029722
2020-01-01,32,Nevada,166076969
2021-01-01,32,Nevada,182474074
2022-01-01,32,Nevada,190463257
2023-01-01,32,Nevada,195405599
2001-01-01,32,Nevada,116267250
2002-01-01,32,Nevada,120180066
2003-01-01,32,Nevada,125905375
2004-01-01,32,Nevada,139372999
2005-01-01,32,Nevada,150680865
2006-01-01,32,Nevada,156297854
2007-01-01,32,Nevada,157734325
2008-01-01,32,Nevada,152745628
2009-01-01,32,Nevada,140304326
2001-01-01,33,New Hampshire,61719433
2002-01-01,33,New Hampshire,63474207
2003-01-01,33,New Hampshire,66119382
2004-01-01,33,New Hampshire,68428131
2005-01-01,33,New Hampshire,69556141
2006-01-01,33,New Hampshire,71424518
2007-01-01,33,New Hampshire,71943489
2008-01-01,33,New Hampshire,71195646
2009-01-01,33,New Hampshire,70498580
2010-01-01,33,New Hampshire,72950374
2011-01-01,33,New Hampshire,73464967
2012-01-01,33,New Hampshire,74082814
2013-01-01,33,New Hampshire,75503436
2014-01-01,33,New Hampshire,76836226
2015-01-01,33,New Hampshire,79319322
2016-01-01,33,New Hampshire,80736110
2017-01-01,33,New Hampshire,81179571
2018-01-01,33,New Hampshire,82269495
2019-01-01,33,New Hampshire,84438198
2020-01-01,33,New Hampshire,83152633
2021-01-01,33,New Hampshire,89949286
2022-01-01,33,New Hampshire,91416069
2023-01-01,33,New Hampshire,93466707
2001-01-01,34,New Jersey,509631484
2002-01-01,34,New Jersey,517752210
2003-01-01,34,New Jersey,529815914
2004-01-01,34,New Jersey,536174006
2005-01-01,34,New Jersey,546357781
2006-01-01,34,New Jersey,555210982
2007-01-01,34,New Jersey,560823795
2008-01-01,34,New Jersey,573202674
2009-01-01,34,New Jersey,546362196
2010-01-01,34,New Jersey,554764355
2011-01-01,34,New Jersey,548479344
2012-01-01,34,New Jersey,560729738
2013-01-01,34,New Jersey,570952438
2014-01-01,34,New Jersey,570696371
2015-01-01,34,New Jersey,581414922
2016-01-01,34,New Jersey,587049652
2017-01-01,34,New Jersey,590086737
2018-01-01,34,New Jersey,606892203
2019-01-01,34,New Jersey,618690954
2020-01-01,34,New Jersey,597221366
2021-01-01,34,New Jersey,632463307
2022-01-01,34,New Jersey,650235772
2023-01-01,34,New Jersey,663888540
2010-01-01,35,New Mexico,90721033
2011-01-01,35,New Mexico,90552302
2012-01-01,35,New Mexico,90762379
2013-01-01,35,New Mexico,90104025
2014-01-01,35,New Mexico,92621054
2015-01-01,35,New Mexico,93503891
2016-01-01,35,New Mexico,93043510
2017-01-01,35,New Mexico,93210058
2018-01-01,35,New Mexico,96077043
2019-01-01,35,New Mexico,100342190
2020-01-01,35,New Mexico,97622409
2021-01-01,35,New Mexico,100917579
2022-01-01,35,New Mexico,103301550
2023-01-01,35,New Mexico,110323705
2001-01-01,35,New Mexico,72996409
2002-01-01,35,New Mexico,75345940
2003-01-01,35,New Mexico,78766781
2004-01-01,35,New Mexico,85750994
2005-01-01,35,New Mexico,86295933
2006-01-01,35,New Mexico,88554483
2007-01-01,35,New Mexico,89392345
2008-01-01,35,New Mexico,89012850
2009-01-01,35,New Mexico,90829180
2001-01-01,36,New York,1240755230
2002-01-01,36,New York,1228580763
2003-01-01,36,New York,1236563061
2004-01-01,36,New York,1269433125
2005-01-01,36,New York,1301438005
2006-01-01,36,New York,1339568524
2007-01-01,36,New York,1353798930
2008-01-01,36,New York,1328095698
2009-01-01,36,New York,1379504556
2010-01-01,36,New York,1431624004
2011-01-01,36,New York,1440346783
2012-01-01,36,New York,1496280128
2013-01-01,36,New York,1501818048
2014-01-01,36,New York,1535375930
2015-01-01,36,New York,1565835160
2016-01-01,36,New York,1590567799
2017-01-01,36,New York,1624800665
2018-01-01,36,New York,1665186762
2019-01-01,36,New York,1704364321
2020-01-01,36,New York,1656784776
2021-01-01,36,New York,1736222260
2022-01-01,36,New York,1765102098
2023-01-01,36,New York,1791210722
2010-01-01,37,North Carolina,482030392
2011-01-01,37,North Carolina,484200276
2012-01-01,37,North Carolina,488126533
