year,zcta,total_population,median_age,median_household_income,per_capita_income,total_housing_units,owner_occupied_units,renter_occupied_units,homeownership_rate,median_home_value,median_gross_rent,rent_as_pct_of_income
2023,36078,13460,40.1,67700,36259,5991,3764,1442,72.30,175200,842,18.7
2023,36079,9282,36.9,57551,32719,4610,2773,1023,73.05,166700,969,25.7
2023,36080,2676,39.6,71022,28467,1072,791,159,83.26,209700,1132,44.5
2023,36081,15720,24.7,42005,26536,7398,2702,2955,47.76,182600,833,43.1
2023,36082,774,19.4,-666666666,1854,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36083,9355,32.9,45313,24087,4598,1945,1512,56.26,89100,692,34.1
2023,36088,3493,22.2,41938,18312,1849,511,576,47.01,100600,710,29.2
2023,36089,7401,41.1,29423,19661,3378,1483,1093,57.57,69900,631,45.8
2023,36091,3707,45.4,60940,32009,1996,1329,269,83.17,132500,689,50.0
2023,36092,21170,40.3,75540,36785,9272,6178,2055,75.04,189600,1024,30.3
2023,36093,11699,42.2,122115,51198,4491,3864,264,93.60,289800,910,27.3
2023,36101,50,40.6,-666666666,19044,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36104,10637,32.5,34975,23502,5265,1062,3063,25.75,121200,787,28.7
2023,36105,9359,47.7,44438,26349,5468,2689,1492,64.31,79600,965,43.7
2023,36106,14612,35.8,71202,38743,7236,3561,2762,56.32,207400,1138,26.6
2023,36107,8063,32.6,31895,19531,3995,1164,1994,36.86,69800,883,39.4
2023,36108,15549,43.0,32622,19359,8326,3993,2400,62.46,73700,786,37.4
2023,36109,24093,39.8,61059,32682,11273,6747,3345,66.85,134900,1108,32.4
2023,36110,11692,32.9,41140,19995,5072,1881,2111,47.12,81200,1014,36.7
2023,36111,12196,38.0,54613,39105,5789,2890,1981,59.33,152000,1052,37.7
2023,36112,611,42.3,75625,9229,7,0,7,0.00,-666666666,1125,23.8
2023,36113,970,28.0,118750,33234,278,0,253,0.00,-666666666,1985,21.9
2023,36114,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36115,1112,19.4,84327,22679,245,0,237,0.00,-666666666,1441,22.6
2023,36116,44369,33.9,53973,28773,20007,8431,9303,47.54,137000,1056,30.9
2023,36117,52608,36.7,72237,42791,24181,13607,8199,62.40,225900,1209,29.1
2023,36130,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36201,17406,40.8,33754,21834,9543,4244,2844,59.88,75900,709,33.3
2023,36203,18797,36.9,65920,33918,8032,5263,2023,72.23,166000,891,26.2
2023,36205,1233,35.9,25637,30907,577,206,343,37.52,265300,519,31.6
2023,36206,10723,37.9,55256,27912,4798,2638,1538,63.17,128000,785,22.0
2023,36207,19251,43.1,70090,39593,9260,6108,1902,76.25,195000,890,26.1
2023,36250,4132,45.9,83438,40300,1784,1413,186,88.37,182400,-666666666,26.3
2023,36251,5146,40.8,51094,27365,2409,1530,542,73.84,158200,442,24.4
2023,36255,1043,46.4,52256,52042,546,392,48,89.09,141000,-666666666,-666666666.0
2023,36256,1422,43.6,63125,31997,679,513,66,88.60,164200,630,15.0
2023,36258,1734,48.2,46316,23636,762,637,63,91.00,101600,-666666666,-666666666.0
2023,36260,4729,35.7,57163,24213,1830,1326,277,82.72,152800,742,22.9
2023,36262,1908,40.8,66250,29468,638,536,44,92.41,150000,746,17.8
2023,36263,502,36.7,-666666666,17034,248,129,16,88.97,121300,-666666666,-666666666.0
2023,36264,8408,43.3,54119,30102,3799,2458,801,75.42,155500,766,25.0
2023,36265,21891,33.9,51574,26935,9582,5278,3069,63.23,163500,794,28.9
2023,36266,6185,45.4,50168,28695,3399,1955,642,75.28,185000,671,30.5
2023,36267,219,11.5,-666666666,,16,16,0,100.00,-666666666,-666666666,-666666666.0
2023,36268,6022,36.9,60509,25147,2554,1890,289,86.74,84900,731,51.0
2023,36269,1142,49.1,43678,33773,739,416,158,72.47,126100,1053,29.9
2023,36271,5991,45.0,56442,28621,2675,2091,154,93.14,134000,808,15.0
2023,36272,12996,43.8,52726,29230,6166,3900,1156,77.14,123200,808,29.6
2023,36273,3430,34.0,70313,29082,1509,1094,169,86.62,182000,917,18.5
2023,36274,9827,44.6,43679,24905,5237,3168,1102,74.19,121300,594,28.2
2023,36276,2371,35.2,49597,23721,1019,644,188,77.40,190000,807,25.2
2023,36277,5153,35.8,65096,27379,2007,1566,279,84.88,139800,1034,30.9
2023,36278,4266,50.9,58250,38527,3277,1698,270,86.28,252100,648,24.0
2023,36279,3290,37.7,56839,25132,1275,955,196,82.97,167700,1172,20.2
2023,36280,4439,41.6,76128,32938,2202,1395,290,82.79,223400,813,37.4
2023,36301,38627,39.3,49124,29035,17872,9073,6494,58.28,156100,886,28.9
2023,36303,30388,38.3,53006,33558,14622,7086,4982,58.72,175600,855,28.5
2023,36305,17592,42.1,81438,43236,7453,4606,2206,67.62,236000,1120,24.5
2023,36310,6224,51.0,37629,27431,4159,1894,649,74.48,123400,706,34.7
2023,36311,2688,33.3,44274,24717,1305,800,187,81.05,126300,712,23.7
2023,36312,6147,42.8,55257,31736,2751,1750,573,75.33,158300,865,32.6
2023,36313,101,69.3,-666666666,,83,83,0,100.00,-666666666,-666666666,-666666666.0
2023,36314,613,36.4,57930,20579,231,186,42,81.58,-666666666,-666666666,-666666666.0
2023,36316,2199,37.4,74430,34171,1031,707,149,82.59,187100,588,28.4
2023,36317,710,54.4,77273,45746,290,260,8,97.01,110100,-666666666,-666666666.0
2023,36318,1193,51.6,52500,34394,768,480,64,88.24,127300,746,22.5
2023,36319,2406,39.2,61845,29088,1041,738,175,80.83,165800,766,21.6
2023,36320,3137,51.8,45366,28108,1700,1059,301,77.87,130700,675,23.8
2023,36321,2159,37.3,58203,24247,892,605,206,74.60,178500,842,27.6
2023,36322,7740,47.2,49243,32390,4403,2346,1405,62.54,115200,777,25.8
2023,36323,8033,47.0,43433,26737,3976,2380,897,72.63,108400,675,26.1
2023,36330,38697,36.6,71589,34354,16963,9651,5218,64.91,198600,1055,25.2
2023,36340,5340,44.7,48681,24336,2444,1494,602,71.28,109500,663,25.8
2023,36343,1469,49.4,57500,25104,788,449,141,76.10,95000,884,23.1
2023,36344,5345,37.3,61635,26906,2461,1475,567,72.23,158800,802,28.4
2023,36345,8838,40.6,71647,36955,3761,2721,549,83.21,179900,797,25.6
2023,36346,1415,40.9,57778,25573,797,460,54,89.49,138200,814,23.4
2023,36350,7675,38.9,55179,31036,3382,1667,1308,56.03,169300,780,22.7
2023,36351,3926,45.0,69178,34932,1836,1323,272,82.95,159500,663,23.1
2023,36352,5762,40.9,71386,33565,2370,1678,374,81.77,200400,810,24.9
2023,36353,1873,47.0,53333,28441,936,582,86,87.13,98100,938,24.8
2023,36360,19461,43.2,50032,28276,9052,5368,2585,67.50,138200,750,30.9
2023,36362,5221,24.8,75875,25486,1581,15,1449,1.02,-666666666,1402,21.3
2023,36370,1052,44.4,60313,26871,449,363,33,91.67,100500,573,36.9
2023,36371,425,51.7,39000,28851,237,156,46,77.23,120400,744,38.8
2023,36373,477,46.9,31875,19610,385,155,36,81.15,-666666666,-666666666,-666666666.0
2023,36374,741,50.8,69265,35717,413,237,47,83.45,171700,962,23.8
2023,36375,8039,43.2,55089,26436,3630,2539,514,83.16,123800,797,27.5
2023,36376,2112,41.3,44855,26641,1049,629,214,74.61,103900,799,25.0
2023,36401,7493,43.8,41135,24596,3952,2027,842,70.65,102500,807,29.8
2023,36420,10358,41.3,50126,31125,5147,2899,1045,73.50,163900,659,33.6
2023,36421,9861,41.7,63781,31837,4769,2930,770,79.19,156400,772,19.3
2023,36425,746,52.5,36295,27505,563,220,87,71.66,82200,-666666666,-666666666.0
2023,36426,16049,38.4,50065,25743,7303,3994,1498,72.72,124700,696,28.4
2023,36432,1879,56.7,45802,25527,1138,670,140,82.72,53600,721,29.6
2023,36435,412,62.9,55313,35308,280,152,37,80.42,77300,-666666666,-666666666.0
2023,36436,783,24.0,71058,24373,281,175,62,73.84,134600,852,32.4
2023,36439,141,22.2,76023,27142,74,40,7,85.11,-666666666,-666666666,-666666666.0
2023,36441,3438,35.9,42583,23635,1832,820,414,66.45,118800,767,26.5
2023,36442,3615,40.2,50456,27100,1905,978,363,72.93,119800,739,26.6
2023,36444,591,41.1,53269,22537,383,175,17,91.15,97900,-666666666,-666666666.0
2023,36445,5111,45.1,37305,22170,2404,1428,420,77.27,107900,744,27.8
2023,36446,457,29.7,57070,23783,207,93,48,65.96,109300,-666666666,-666666666.0
2023,36451,4266,46.5,48849,31221,2182,1289,465,73.49,130800,782,27.5
2023,36453,2593,52.5,48250,28039,1115,866,140,86.08,96500,691,35.9
2023,36454,4,-666666666.0,-666666666,,4,4,0,100.00,-666666666,-666666666,-666666666.0
2023,36455,284,56.7,37500,34901,212,74,58,56.06,72700,654,24.2
2023,36456,1856,35.3,67250,27617,1011,530,124,81.04,80000,533,25.2
2023,36460,9583,42.8,35000,21993,4700,2329,1445,61.71,119600,648,28.0
2023,36467,9847,47.8,41654,26130,4865,2965,1043,73.98,119900,725,27.4
2023,36470,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36471,665,56.7,40063,28119,527,177,106,62.54,58300,748,24.5
2023,36473,316,35.6,57788,20689,134,53,32,62.35,129200,762,-666666666.0
2023,36474,2523,41.8,41183,36390,1237,837,138,85.85,105400,740,32.1
2023,36475,1830,44.3,42149,30310,1117,633,145,81.36,113500,783,48.6
2023,36476,43,50.1,-666666666,27653,30,6,15,28.57,-666666666,-666666666,-666666666.0
2023,36477,4363,49.0,49744,30178,2263,1409,381,78.72,99400,738,25.5
2023,36480,1375,49.9,48750,32119,843,449,39,92.01,153500,-666666666,-666666666.0
2023,36481,187,51.0,34375,11406,118,55,4,93.22,135900,-666666666,-666666666.0
2023,36482,1010,55.1,71250,52996,637,276,62,81.66,76400,-666666666,-666666666.0
2023,36483,572,47.3,57900,31973,331,193,39,83.19,144300,-666666666,-666666666.0
2023,36502,16008,43.1,41136,21369,7404,3892,2060,65.39,129400,707,31.3
2023,36503,1121,42.9,-666666666,5252,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36505,911,39.7,94583,37493,329,291,38,88.45,163300,534,9.0
2023,36507,20350,37.0,47919,27759,8615,5701,1973,74.29,160800,872,31.4
2023,36509,1462,47.1,34963,19153,631,328,179,64.69,84400,722,39.1
2023,36511,923,29.9,61854,44664,675,257,227,53.10,-666666666,-666666666,-666666666.0
2023,36512,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36513,490,35.8,-666666666,26048,213,194,0,100.00,112000,-666666666,-666666666.0
2023,36518,2065,50.3,75446,44659,1049,645,136,82.59,167600,388,14.6
2023,36521,6060,37.1,69360,30705,2392,1947,143,93.16,168700,959,14.9
2023,36522,6892,38.6,48961,25028,3039,1737,776,69.12,151500,732,28.2
2023,36523,2650,44.3,57988,25414,1201,784,146,84.30,191300,863,28.6
2023,36524,1172,56.4,43500,50427,802,328,90,78.47,99300,703,42.0
2023,36525,2209,35.5,64779,30016,743,607,114,84.19,197600,1065,28.1
2023,36526,34552,38.9,90733,42041,14074,9657,3243,74.86,311000,1353,23.5
2023,36527,21160,37.1,112672,43139,7621,5230,1736,75.08,348200,1373,27.1
2023,36528,1944,60.9,64615,52520,2283,858,18,97.95,387400,1750,37.5
2023,36529,260,61.2,82500,39670,164,93,11,89.42,201000,-666666666,-666666666.0
2023,36530,6824,50.0,59252,37816,3988,2410,607,79.88,251900,1093,25.5
2023,36532,37121,48.7,86026,52053,17502,12556,2657,82.53,395300,1374,36.0
2023,36535,38401,48.5,67013,38074,18755,13446,3342,80.09,250800,1168,33.6
2023,36538,330,29.7,37917,16243,265,56,74,43.08,100900,-666666666,-666666666.0
2023,36539,435,46.3,-666666666,26809,265,167,10,94.35,176900,-666666666,-666666666.0
2023,36540,854,36.5,33500,17889,407,274,50,84.57,-666666666,-666666666,-666666666.0
2023,36541,16353,39.2,76622,31696,6432,4936,757,86.70,164200,919,18.8
2023,36542,17335,50.6,74861,45103,18551,5476,2471,68.91,366600,1365,29.0
2023,36543,8,-666666666.0,-666666666,,36,5,0,100.00,-666666666,-666666666,-666666666.0
2023,36544,10800,43.1,56405,25801,4535,3056,1003,75.29,116400,757,40.4
2023,36545,8596,43.6,49338,30610,4439,2241,922,70.85,141200,640,35.8
2023,36547,0,-666666666.0,-666666666,-666666666,28,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36548,1169,37.0,-666666666,28171,486,292,71,80.44,161800,-666666666,-666666666.0
2023,36549,6152,56.3,65759,39502,3042,2268,258,89.79,198000,845,26.2
2023,36550,509,16.9,-666666666,18458,224,90,75,54.55,-666666666,-666666666,-666666666.0
2023,36551,12915,33.8,68625,31375,4309,2958,798,78.75,236900,1151,23.5
2023,36553,3173,46.6,80504,25230,1427,923,178,83.83,186900,450,14.6
2023,36555,1234,50.5,93583,47278,630,406,47,89.62,392700,1154,42.5
2023,36556,0,-666666666.0,-666666666,-666666666,176,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36558,4503,43.2,59420,31178,2117,1502,205,87.99,142600,620,36.3
2023,36559,350,77.0,54050,23847,217,141,0,100.00,-666666666,-666666666,-666666666.0
2023,36560,3000,40.2,43043,26648,1264,853,175,82.98,111200,1009,18.5
2023,36561,9275,54.0,89432,59061,16184,2960,1478,66.70,529100,1346,25.8
2023,36562,1390,44.5,50000,24189,635,435,109,79.96,143400,-666666666,-666666666.0
2023,36564,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36567,15407,40.7,59763,34973,6054,4205,1440,74.49,220400,943,30.4
2023,36568,13,-666666666.0,-666666666,,5,0,5,0.00,-666666666,-666666666,-666666666.0
2023,36569,595,60.8,60321,29371,339,268,8,97.10,131900,-666666666,-666666666.0
2023,36571,17037,43.8,61574,39382,7755,5321,1643,76.41,210100,1072,32.4
2023,36572,6816,42.7,93810,40835,2662,2091,373,84.86,201100,1224,15.0
2023,36574,1526,53.0,49167,24185,785,515,103,83.33,193600,-666666666,-666666666.0
2023,36575,22444,36.8,69381,33447,8488,6602,1259,83.98,193600,1063,24.3
2023,36576,4964,38.6,78227,40094,2183,1602,326,83.09,235600,985,15.5
2023,36578,1067,56.1,-666666666,35495,551,436,0,100.00,209700,-666666666,-666666666.0
2023,36579,1448,48.6,68750,33023,966,508,10,98.07,241400,-666666666,-666666666.0
2023,36580,7025,35.6,59138,29678,2932,2091,397,84.04,238000,1043,22.4
2023,36581,241,72.0,-666666666,62688,208,104,35,74.82,305500,-666666666,-666666666.0
2023,36582,23805,41.0,61498,31693,10409,7591,2002,79.13,170400,916,33.0
2023,36583,631,48.6,-666666666,35516,309,268,16,94.37,158700,-666666666,-666666666.0
2023,36584,554,58.9,-666666666,36661,466,309,20,93.92,-666666666,-666666666,-666666666.0
2023,36585,1056,27.0,74203,25773,468,248,39,86.41,-666666666,960,-666666666.0
2023,36587,12039,35.5,69352,26076,4616,3162,750,80.83,142200,976,43.3
2023,36602,897,61.4,35000,42389,802,137,507,21.27,258300,596,27.3
2023,36603,7805,39.8,27083,18319,3880,986,2018,32.82,107400,704,33.4
2023,36604,9050,38.5,60750,39531,5032,2093,1697,55.22,236700,892,30.8
2023,36605,25628,38.7,45064,24153,12195,5111,4612,52.57,97800,1026,38.4
2023,36606,19189,33.4,49561,30257,9129,3847,4270,47.39,141300,938,30.5
2023,36607,5529,49.7,40681,34468,3175,1404,1105,55.96,125000,999,34.7
2023,36608,37599,33.7,64372,41470,17690,8590,7117,54.69,234400,1045,32.0
2023,36609,24091,35.0,49724,34383,12701,4851,6405,43.10,201800,1072,29.3
2023,36610,9692,40.7,27098,17640,5203,1687,2001,45.74,56400,675,43.1
2023,36611,6367,32.8,42854,21619,2713,1158,1165,49.85,110300,945,35.2
2023,36612,3558,40.6,36777,18086,1753,797,529,60.11,79500,800,29.9
2023,36613,12082,39.1,49317,24171,4890,2823,1162,70.84,145100,1233,32.6
2023,36615,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36617,11952,47.0,39922,23599,5828,2410,2489,49.19,75800,1061,35.1
2023,36618,17438,39.5,59075,28494,7313,5001,1751,74.07,155500,1102,41.3
2023,36619,14550,40.2,60939,34925,6147,4124,1561,72.54,172300,1070,34.7
2023,36652,62,74.9,-666666666,5855,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36663,152,39.8,-666666666,9647,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36688,2083,20.2,-666666666,4720,110,0,50,0.00,-666666666,-666666666,-666666666.0
2023,36693,18257,42.7,69580,37847,8833,5185,2430,68.09,199000,1090,30.6
2023,36695,52923,36.1,75236,37190,21269,13751,6151,69.09,234200,1192,31.1
2023,36701,22358,36.9,40466,25359,10390,5349,3383,61.26,111000,823,37.9
2023,36703,9489,50.3,30096,23765,5661,2453,2054,54.43,74400,711,34.5
2023,36720,740,39.0,13618,25466,323,209,30,87.45,75900,-666666666,-666666666.0
2023,36722,86,43.8,92935,40381,116,35,23,60.34,33800,-666666666,-666666666.0
2023,36723,427,19.3,38281,10175,246,93,12,88.57,-666666666,-666666666,-666666666.0
2023,36726,4561,45.1,41146,25268,2366,1278,387,76.76,107300,937,39.9
2023,36727,156,39.2,-666666666,28214,117,106,0,100.00,9999,-666666666,-666666666.0
2023,36728,1015,22.8,18239,8447,401,255,17,93.75,45400,485,51.0
2023,36732,8339,42.7,45029,32274,4207,2040,1465,58.20,182400,690,32.3
2023,36736,1372,32.3,51691,18601,569,387,74,83.95,109000,-666666666,51.0
2023,36738,933,50.4,33700,16811,366,184,96,65.71,76000,783,36.0
2023,36740,1114,45.1,52875,31419,597,330,83,79.90,96300,729,28.8
2023,36741,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36742,2841,33.3,44196,24388,1130,795,146,84.48,130600,674,17.4
2023,36744,5662,40.1,33983,25399,3256,1662,802,67.45,151200,716,35.7
2023,36748,2358,48.4,31635,27066,1431,641,407,61.16,92000,753,38.6
2023,36749,770,36.7,23156,16405,434,231,88,72.41,-666666666,-666666666,-666666666.0
2023,36750,3009,36.6,46573,28682,1224,949,144,86.83,134500,1004,35.3
2023,36751,786,28.5,58558,17610,294,163,29,84.90,-666666666,-666666666,-666666666.0
2023,36752,1296,50.4,45714,39974,770,610,46,92.99,136600,-666666666,-666666666.0
2023,36753,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36754,352,4.4,39483,9664,94,76,8,90.48,-666666666,-666666666,-666666666.0
2023,36756,5483,39.4,34679,16220,2272,1254,666,65.31,98400,616,26.6
2023,36758,1730,38.6,50682,25591,760,538,98,84.59,86200,754,51.0
2023,36759,1651,31.8,28935,20133,902,490,197,71.32,61100,-666666666,10.6
2023,36761,869,54.2,24868,18295,519,307,79,79.53,50400,761,51.0
2023,36763,157,56.7,87059,36475,81,52,0,100.00,53800,-666666666,-666666666.0
2023,36764,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36765,680,67.2,52102,28204,437,317,16,95.20,79100,-666666666,-666666666.0
2023,36766,12,62.3,-666666666,56200,17,6,0,100.00,-666666666,-666666666,-666666666.0
2023,36767,1474,43.7,36750,17195,693,370,90,80.43,95500,397,46.3
2023,36768,824,51.4,40938,27066,595,220,111,66.47,-666666666,917,18.3
2023,36769,2034,45.5,43317,22908,1086,648,196,76.78,75000,598,23.3
2023,36773,327,35.5,-666666666,29203,243,116,12,90.63,264000,-666666666,-666666666.0
2023,36775,979,59.3,-666666666,34821,682,389,181,68.25,111100,-666666666,-666666666.0
2023,36776,1904,38.4,15045,17709,869,517,167,75.58,46800,-666666666,-666666666.0
2023,36782,1912,44.1,47566,29200,1191,786,97,89.01,60600,914,22.0
2023,36783,637,49.1,46667,27676,409,173,55,75.88,75800,1038,29.1
2023,36784,6104,36.6,51442,28499,3001,1445,774,65.12,122200,851,33.2
2023,36785,969,44.7,29844,21215,505,329,75,81.44,100900,850,51.0
2023,36786,2094,43.8,28872,16125,1175,640,291,68.74,64300,480,28.5
2023,36790,312,56.7,-666666666,63151,221,136,13,91.28,-666666666,-666666666,-666666666.0
2023,36792,761,41.6,36131,24345,490,259,60,81.19,130800,-666666666,-666666666.0
2023,36793,743,42.9,81458,32934,308,208,37,84.90,99100,-666666666,-666666666.0
2023,36801,24504,40.4,58256,32885,11363,6566,3688,64.03,211400,926,29.5
2023,36804,19469,39.6,57842,31941,8515,5673,1768,76.24,178100,802,21.7
2023,36830,48172,33.3,63761,42483,23146,11498,8977,56.16,346600,1033,34.7
2023,36832,30000,23.2,34957,27699,14136,5466,5847,48.32,222900,1018,51.0
2023,36849,5224,19.6,-666666666,4231,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36850,2550,48.3,41705,23411,1410,876,202,81.26,69400,671,39.4
2023,36851,0,-666666666.0,-666666666,-666666666,0,0,0,NaN,-666666666,-666666666,-666666666.0
2023,36852,2332,34.8,76794,40793,1061,801,124,86.59,164800,852,27.0
2023,36853,9110,50.3,66767,36392,6319,2800,754,78.78,257000,939,19.2
2023,36854,15913,36.8,60385,32082,7761,4293,1944,68.83,146300,1021,19.9
2023,36855,1521,54.4,58230,32786,864,700,56,92.59,176900,925,30.4
2023,36856,8825,31.3,68636,27231,2942,2553,221,92.03,252700,1054,24.3
2023,36858,441,57.5,35590,20875,230,168,43,79.62,143800,928,51.0
2023,36860,1611,56.0,42470,24239,881,507,164,75.56,59000,532,21.9
2023,36861,2805,53.3,63694,42004,1982,1023,112,90.13,278100,696,35.4
2023,36862,6052,51.8,39510,25573,3130,1774,683,72.20,138800,642,31.1
2023,36863,12335,43.2,45313,25488,5421,3162,1255,71.59,113100,739,23.2
2023,36865,48,29.6,47222,30515,34,2,26,7.14,-666666666,978,21.1
2023,36866,3540,45.3,61728,31493,1722,1204,264,82.02,107800,801,16.4
2023,36867,22441,36.4,46847,32668,10782,4377,4945,46.95,188000,963,32.9
2023,36869,20987,38.5,50341,28153,10372,5249,3750,58.33,129200,895,29.5
2023,36870,19672,37.4,69652,32489,7951,6024,1426,80.86,178100,972,40.1
2023,36871,852,52.4,30592,23543,513,318,37,89.58,112000,-666666666,19.3
2023,36874,10329,46.8,63211,31248,4502,3670,240,93.86,189900,629,20.7
2023,36875,3909,43.5,55393,28056,1764,1219,343,78.04,167000,698,18.7
2023,36877,12878,36.7,68555,31569,4929,3496,867,80.13,195800,1072,35.7
2023,36879,2975,47.1,98750,44408,1087,935,109,89.56,303700,768,15.7
2023,36901,130,68.8,50472,37132,165,64,45,58.72,-666666666,-666666666,-666666666.0
2023,36904,4468,47.5,42009,24513,2202,1195,495,70.71,138100,718,24.4
2023,36907,1523,47.7,38750,24726,942,575,133,81.21,85000,1156,34.4
2023,36908,1708,42.5,54775,27597,1060,569,130,81.40,89500,852,51.0
2023,36910,47,62.3,-666666666,,40,40,0,100.00,-666666666,-666666666,-666666666.0
2023,36912,1299,59.8,67674,31188,951,563,36,93.99,87400,960,42.0
2023,36913,56,62.2,-666666666,,25,25,0,100.00,-666666666,-666666666,-666666666.0
2023,36915,850,42.9,34386,19255,440,332,30,91.71,-666666666,-666666666,-666666666.0
2023,36916,580,38.9,28486,23028,371,184,57,76.35,82500,376,17.3
2023,36919,1733,46.9,60074,31534,890,586,82,87.72,96600,287,9.0
2023,36921,888,55.1,33788,32860,781,458,66,87.40,117900,511,24.2
2023,36922,741,36.2,-666666666,27275,322,232,0,100.00,88000,-666666666,-666666666.0
2023,36925,3322,40.7,39219,20316,1974,973,631,60.66,72600,738,29.5
2023,37010,5143,45.5,115362,44036,1897,1705,92,94.88,345200,970,51.0
2023,37012,2149,34.4,51902,25272,1014,619,241,71.98,230500,676,33.4
2023,37013,102055,32.3,72233,32275,41112,20745,17494,54.25,294000,1450,29.0
2023,37014,3633,47.4,104938,78803,1444,1383,0,100.00,651400,-666666666,-666666666.0
2023,37015,19547,41.5,74848,37274,8366,5905,1635,78.32,259500,1244,24.3
2023,37016,851,51.7,64417,45177,409,309,53,85.36,198400,1105,23.0
2023,37018,2459,43.1,61523,23510,1009,643,171,78.99,211000,1250,17.8
2023,37019,618,40.9,43889,29839,290,182,76,70.54,257400,-666666666,-666666666.0
2023,37020,5171,38.8,81025,34824,2130,1944,65,96.76,302500,1364,33.9
2023,37022,6036,40.8,61250,28004,2314,1877,316,85.59,244000,1113,19.4
2023,37023,1678,44.2,66500,26303,714,496,104,82.67,188800,1250,18.7
2023,37025,6321,41.7,80462,35754,2848,2177,183,92.25,249500,880,15.2
2023,37026,2197,48.2,41881,27184,1136,826,118,87.50,183600,925,28.9
2023,37027,61961,43.5,156002,85306,23745,18746,3917,82.72,844500,2141,29.7
2023,37028,613,35.5,56765,26468,399,195,35,84.78,153800,-666666666,-666666666.0
2023,37029,6737,41.2,91571,41853,2568,2278,184,92.53,362100,916,25.5
2023,37030,7889,43.5,57510,30251,3364,2254,913,71.17,226000,918,23.9
2023,37031,3984,49.8,86380,44811,1780,1550,119,92.87,303200,1005,38.4
2023,37032,5499,35.2,85766,35045,2259,1733,316,84.58,253900,1075,16.3
2023,37033,8656,45.8,56455,26192,3848,2445,899,73.12,199800,935,24.1
2023,37034,8596,39.2,84906,36273,3570,2752,513,84.29,306200,1307,31.7
2023,37035,3424,45.9,90742,37167,1392,1209,168,87.80,237300,-666666666,51.0
2023,37036,6653,39.4,72277,29122,2521,2040,139,93.62,254900,878,29.4
2023,37037,9786,36.1,111458,42597,3543,2794,330,89.44,351000,1808,30.5
2023,37040,62137,30.6,65331,30567,24628,13560,9586,58.58,242400,1177,29.0
2023,37042,85169,30.2,66435,29920,35433,19587,13038,60.04,220700,1196,28.5
2023,37043,57246,35.7,91871,41909,22221,14770,6334,69.99,325400,1208,27.1
2023,37046,6632,45.5,162712,91200,2740,2226,277,88.93,842900,3501,19.5
2023,37047,2685,36.3,63977,29126,1001,780,157,83.24,236500,893,27.8
2023,37048,6325,42.8,98012,51042,2545,2167,250,89.66,382400,865,25.9
2023,37049,4025,38.0,84677,35553,1494,1197,228,84.00,357900,1076,22.8
2023,37050,2028,35.1,60463,45996,811,577,107,84.36,180500,769,25.3
2023,37051,3712,43.5,63406,29120,1605,1075,286,78.99,229700,851,14.6
2023,37052,1971,47.3,78311,38689,843,754,33,95.81,198100,-666666666,-666666666.0
2023,37055,28567,37.2,69283,37425,12160,8369,2816,74.82,258200,1034,23.5
2023,37057,691,50.8,86875,34465,456,255,27,90.43,223200,1259,14.8
2023,37058,7369,49.2,59896,30511,3840,2412,495,82.97,197300,744,31.0
2023,37059,1593,35.6,55368,23497,671,405,183,68.88,222700,1010,26.6
2023,37060,3574,41.5,101466,36926,1287,1078,105,91.12,414900,1368,37.5
2023,37061,5193,42.6,54396,28242,2280,1425,452,75.92,170000,642,22.9
2023,37062,13165,39.3,87598,41699,4962,3984,924,81.17,344600,1302,34.2
2023,37064,66641,40.9,121492,60250,25302,18916,5339,77.99,664000,1810,30.3
2023,37066,62404,38.5,78049,42789,25939,15903,8558,65.01,376100,1305,30.5
2023,37067,31550,37.8,110202,59381,14087,6796,6402,51.49,686200,1860,26.5
2023,37069,19994,44.3,146336,78894,7200,6093,885,87.32,713200,2091,28.0
2023,37072,32344,40.3,75514,40328,14377,9081,4284,67.95,340900,1359,30.4
2023,37073,14312,41.5,82716,38618,5460,4369,886,83.14,339100,1157,28.6
2023,37074,10999,33.2,62931,25810,3482,2297,907,71.69,256100,772,26.3
