period_date,state_fips,state_name,state_abbrev,unemployment_rate,unemployment_rate_yoy,total_nonfarm_employment,employment_yoy,gdp_millions,real_gdp_millions,gdp_yoy,rpp_all_items
2012-04-01,27,Minnesota,MN,5.7,-1.1,2723900,1.85,,,1.85,
2012-04-01,28,Mississippi,MS,8.9,-1,1101500,0.77,,,2.02,
2012-04-01,29,Missouri,MO,7.2,-1.6,2689600,0.3,,,1.2,
2012-04-01,30,Montana,MT,5.9,-0.8,438700,2.09,,,1.83,
2012-04-01,31,Nebraska,NE,3.9,-0.5,966900,1.59,,,-0.04,
2012-04-01,32,Nevada,NV,11.9,-1.2,1139200,1.38,,,-0.94,
2012-04-01,33,New Hampshire,NH,5.4,-0.1,629700,0.51,,,0.84,
2012-04-01,34,New Jersey,NJ,9.5,0.1,3874000,0.77,,,2.23,
2012-04-01,35,New Mexico,NM,7,-0.2,799800,-0.21,,,0.23,
2012-04-01,36,New York,NY,8.8,0.6,8799400,1.31,,,3.88,
2012-04-01,37,North Carolina,NC,9.5,-0.8,3979100,1.7,,,0.81,
2012-04-01,38,North Dakota,ND,2.9,-0.5,427200,9.29,,,23.16,
2012-04-01,39,Ohio,OH,7.4,-1.5,5193400,1.87,,,1.08,
2012-04-01,40,Oklahoma,OK,5,-0.5,1611000,2.25,,,4.98,
2012-04-01,41,Oregon,OR,8.8,-0.7,1637800,1.01,,,0.75,
2012-04-01,42,Pennsylvania,PA,7.5,-0.1,5729900,0.82,,,1.85,
2012-04-01,44,Rhode Island,RI,10.6,-0.4,468800,0.82,,,0.82,
2012-04-01,45,South Carolina,SC,9.4,-1.2,1860700,1.42,,,1.13,
2012-04-01,46,South Dakota,SD,4,-0.7,414700,2.34,,,2.15,
2012-04-01,47,Tennessee,TN,8,-1.2,2717700,2.16,,,3.4,
2012-04-01,48,Texas,TX,6.8,-1.3,10847600,2.61,,,4.98,
2012-04-01,49,Utah,UT,4.8,-3.1,1244200,3.52,,,1.68,
2012-04-01,50,Vermont,VT,4.8,-0.7,303500,1.37,,,0.74,
2012-04-01,51,Virginia,VA,5.9,-0.3,3728000,1.1,,,0.72,
2012-04-01,53,Washington,WA,8.9,-0.6,2907200,1.42,,,3.61,
2012-04-01,54,West Virginia,WV,7.1,-0.7,731500,1.72,,,-0.07,
2012-04-01,55,Wisconsin,WI,7,-0.6,2784300,1.32,,,1.82,
2012-04-01,56,Wyoming,WY,5.6,-0.5,294500,2.51,,,-2.17,
2012-03-01,01,Alabama,AL,8.4,,1905200,,,,1.14,
2012-03-01,02,Alaska,AK,7.2,,335200,,,,5.63,
2012-03-01,04,Arizona,AZ,8.6,,2451300,,,,2.3,
2012-03-01,05,Arkansas,AR,7.3,,1179400,,,,1.19,
2012-03-01,10,Delaware,DE,6.9,,417800,,,,-0.76,
2012-03-01,11,District of Columbia,DC,9.3,,730600,,,,0.76,
2012-03-01,12,Florida,FL,9,,7356100,,,,1,
2012-03-01,13,Georgia,GA,9.3,,3937200,,,,1.62,
2012-03-01,15,Hawaii,HI,6.3,,601400,,,,1.97,
2012-03-01,16,Idaho,ID,7.7,,616600,,,,-1.11,
2012-03-01,17,Illinois,IL,9,,5745800,,,,2.4,
2012-03-01,18,Indiana,IN,8.2,,2898000,,,,0.73,
2012-03-01,19,Iowa,IA,5.1,,1506800,,,,3.87,
2012-03-01,20,Kansas,KS,5.8,,1358600,,,,1.52,
2012-03-01,21,Kentucky,KY,8.2,,1810100,,,,1.95,
2012-03-01,22,Louisiana,LA,7,,1924300,,,,0.49,
2012-03-01,23,Maine,ME,7.2,,598800,,,,-0.42,
2012-03-01,24,Maryland,MD,6.9,,2592400,,,,0.39,
2012-03-01,25,Massachusetts,MA,6.7,,3306200,,,,2.25,
2012-03-01,26,Michigan,MI,9.1,,4027100,,,,2.05,
2012-03-01,27,Minnesota,MN,5.7,,2717400,,,,1.85,
2012-03-01,28,Mississippi,MS,8.9,,1102600,,,,2.02,
2012-03-01,29,Missouri,MO,7.3,,2697000,,,,1.2,
2012-03-01,30,Montana,MT,5.9,,437000,,,,1.83,
2012-03-01,31,Nebraska,NE,3.9,,966600,,,,-0.04,
2012-03-01,32,Nevada,NV,12,,1136600,,,,-0.94,
2012-03-01,33,New Hampshire,NH,5.3,,629800,,,,0.84,
2012-03-01,34,New Jersey,NJ,9.4,,3893900,,,,2.23,
2012-03-01,35,New Mexico,NM,7,,802000,,,,0.23,
2012-03-01,36,New York,NY,8.7,,8808900,,,,3.88,
2012-03-01,37,North Carolina,NC,9.6,,3975600,,,,0.81,
2012-03-01,38,North Dakota,ND,2.9,,424400,,,,23.16,
2012-03-01,39,Ohio,OH,7.5,,5200700,,,,1.08,
2012-03-01,40,Oklahoma,OK,5.1,,1606100,,,,4.98,
2012-03-01,41,Oregon,OR,8.8,,1637300,,,,0.75,
2012-03-01,42,Pennsylvania,PA,7.5,,5743800,,,,1.85,
2012-03-01,44,Rhode Island,RI,10.7,,469800,,,,0.82,
2012-03-01,45,South Carolina,SC,9.4,,1860700,,,,1.13,
2012-03-01,46,South Dakota,SD,4,,412700,,,,2.15,
2012-03-01,47,Tennessee,TN,8,,2718700,,,,3.4,
2012-03-01,48,Texas,TX,6.7,,10821900,,,,4.98,
2012-03-01,49,Utah,UT,4.8,,1235800,,,,1.68,
2012-03-01,50,Vermont,VT,4.8,,305100,,,,0.74,
2012-03-01,51,Virginia,VA,5.9,,3733400,,,,0.72,
2012-03-01,53,Washington,WA,8.9,,2900900,,,,3.61,
2012-03-01,54,West Virginia,WV,7,,732600,,,,-0.07,
2012-03-01,55,Wisconsin,WI,6.9,,2778700,,,,1.82,
2012-03-01,56,Wyoming,WY,5.6,,293200,,,,-2.17,
2012-02-01,01,Alabama,AL,8.5,-1.5,1898800,0.53,,,1.14,
2012-02-01,02,Alaska,AK,7.3,-0.5,334600,1.95,,,5.63,
2012-02-01,04,Arizona,AZ,8.7,-1.1,2442800,1.84,,,2.3,
2012-02-01,05,Arkansas,AR,7.3,-0.7,1176600,1.4,,,1.19,
2012-02-01,10,Delaware,DE,6.9,-0.7,416300,-0.14,,,-0.76,
2012-02-01,11,District of Columbia,DC,9.4,-0.5,728900,0.91,,,0.76,
2012-02-01,12,Florida,FL,9.1,-1.7,7337600,1.72,,,1,
2012-02-01,13,Georgia,GA,9.4,-0.8,3927100,1.09,,,1.62,
2012-02-01,15,Hawaii,HI,6.3,-0.3,601800,1.45,,,1.97,
2012-02-01,16,Idaho,ID,7.8,-0.9,616100,1.83,,,-1.11,
2012-02-01,17,Illinois,IL,9.1,-0.4,5729600,1.42,,,2.4,
2012-02-01,18,Indiana,IN,8.3,-0.6,2892900,2.38,,,0.73,
2012-02-01,19,Iowa,IA,5.1,-0.6,1501600,1.65,,,3.87,
2012-02-01,20,Kansas,KS,5.8,-0.8,1354200,1.6,,,1.52,
2012-02-01,21,Kentucky,KY,8.3,-1.4,1804900,1.7,,,1.95,
2012-02-01,22,Louisiana,LA,7,-0.6,1920500,1.1,,,0.49,
2012-02-01,23,Maine,ME,7.2,-0.8,598200,0.59,,,-0.42,
2012-02-01,24,Maryland,MD,6.9,-0.5,2585600,1.17,,,0.39,
2012-02-01,25,Massachusetts,MA,6.7,-0.8,3295600,1.64,,,2.25,
2012-02-01,26,Michigan,MI,9.1,-1.5,4014500,2.61,,,2.05,
2012-02-01,27,Minnesota,MN,5.8,-1.1,2708100,1.66,,,1.85,
2012-02-01,28,Mississippi,MS,9,-0.9,1100200,0.89,,,2.02,
2012-02-01,29,Missouri,MO,7.4,-1.7,2692500,0.88,,,1.2,
2012-02-01,30,Montana,MT,5.9,-1,436500,2.01,,,1.83,
2012-02-01,31,Nebraska,NE,4,-0.5,963200,1.82,,,-0.04,
2012-02-01,32,Nevada,NV,12.1,-1.1,1134700,1.19,,,-0.94,
2012-02-01,33,New Hampshire,NH,5.2,-0.3,627500,0.63,,,0.84,
2012-02-01,34,New Jersey,NJ,9.3,-0.2,3883000,1.16,,,2.23,
2012-02-01,35,New Mexico,NM,7,-0.3,799300,-0.08,,,0.23,
2012-02-01,36,New York,NY,8.7,0.4,8793400,1.71,,,3.88,
2012-02-01,37,North Carolina,NC,9.7,-0.7,3965300,1.6,,,0.81,
2012-02-01,38,North Dakota,ND,2.9,-0.5,420900,8.65,,,23.16,
2012-02-01,39,Ohio,OH,7.6,-1.4,5182300,2,,,1.08,
2012-02-01,40,Oklahoma,OK,5.1,-0.6,1602700,2.98,,,4.98,
2012-02-01,41,Oregon,OR,8.8,-0.9,1636100,1.06,,,0.75,
2012-02-01,42,Pennsylvania,PA,7.4,-0.2,5726200,1.03,,,1.85,
2012-02-01,44,Rhode Island,RI,10.8,-0.4,469200,1.38,,,0.82,
2012-02-01,45,South Carolina,SC,9.5,-1.1,1856100,1.71,,,1.13,
2012-02-01,46,South Dakota,SD,4.1,-0.8,411200,1.71,,,2.15,
2012-02-01,47,Tennessee,TN,8.1,-1.3,2708400,2.3,,,3.4,
2012-02-01,48,Texas,TX,7,-1.2,10783200,2.76,,,4.98,
2012-02-01,49,Utah,UT,4.7,-3.2,1231700,3.04,,,1.68,
2012-02-01,50,Vermont,VT,4.8,-0.9,304000,1.6,,,0.74,
2012-02-01,51,Virginia,VA,6,-0.3,3727700,1.27,,,0.72,
2012-02-01,53,Washington,WA,8.9,-0.7,2892200,1.25,,,3.61,
2012-02-01,54,West Virginia,WV,7,-1.1,731200,2.21,,,-0.07,
2012-02-01,55,Wisconsin,WI,6.9,-0.8,2764100,0.78,,,1.82,
2012-02-01,56,Wyoming,WY,5.6,-0.7,293100,2.48,,,-2.17,
2012-01-01,01,Alabama,AL,8.6,-1.5,1898700,0.68,203675511,203675511,1.14,90.515
2012-01-01,02,Alaska,AK,7.3,-0.5,332800,1.12,57087368,57087368,5.63,102.597
2012-01-01,04,Arizona,AZ,8.8,-1.1,2440100,1.86,297077253,297077253,2.3,98.044
2012-01-01,05,Arkansas,AR,7.4,-0.6,1176300,1.05,116616177,116616177,1.19,89.354
2012-01-01,06,California,CA,,,,,2255437279,2255437279,2.85,109.649
2012-01-01,08,Colorado,CO,,,,,289339541,289339541,1.89,103.152
2012-01-01,09,Connecticut,CT,,,,,263649924,263649924,0.8,107.542
2012-01-01,10,Delaware,DE,7,-0.7,415600,0.02,70562372,70562372,-0.76,99.53
2012-01-01,11,District of Columbia,DC,9.6,-0.2,729000,0.98,123567873,123567873,0.76,111.696
2012-01-01,12,Florida,FL,9.2,-1.7,7327800,1.53,857861342,857861342,1,101.046
2012-01-01,13,Georgia,GA,9.5,-0.8,3923500,1.86,489027294,489027294,1.62,95.243
2012-01-01,15,Hawaii,HI,6.4,-0.2,591500,0.29,78694016,78694016,1.97,108.37
2012-01-01,16,Idaho,ID,7.8,-1,615100,1.65,62007288,62007288,-1.11,93.491
2012-01-01,17,Illinois,IL,9.3,-0.2,5721400,1.3,790723271,790723271,2.4,100.982
2012-01-01,18,Indiana,IN,8.4,-0.6,2883200,2.17,323876247,323876247,0.73,92.784
2012-01-01,19,Iowa,IA,5.2,-0.6,1498800,1.57,170923725,170923725,3.87,90.843
2012-01-01,20,Kansas,KS,5.9,-0.8,1354000,1.2,150077075,150077075,1.52,93.313
2012-01-01,21,Kentucky,KY,8.5,-1.3,1802800,1.86,192060141,192060141,1.95,90.646
2012-01-01,22,Louisiana,LA,7.1,-0.6,1918100,1.17,242416842,242416842,0.49,92.878
2012-01-01,23,Maine,ME,7.3,-0.8,595800,0.47,59181697,59181697,-0.42,97.011
2012-01-01,24,Maryland,MD,7,-0.4,2582500,1.27,361561816,361561816,0.39,107.41
2012-01-01,25,Massachusetts,MA,6.7,-0.9,3293300,1.65,483286306,483286306,2.25,104.444
2012-01-01,26,Michigan,MI,9.2,-1.6,4009100,2.51,463302557,463302557,2.05,95.019
2012-01-01,27,Minnesota,MN,5.8,-1.2,2704500,1.65,321053857,321053857,1.85,97.391
2012-01-01,28,Mississippi,MS,9.1,-0.8,1098500,0.66,108646459,108646459,2.02,88.521
2012-01-01,29,Missouri,MO,7.5,-1.7,2691700,0.78,296514292,296514292,1.2,92.456
2012-01-01,30,Montana,MT,6,-1,437000,2.13,44329081,44329081,1.83,93.207
2012-01-01,31,Nebraska,NE,4.1,-0.4,962500,1.79,109686280,109686280,-0.04,92.325
2012-01-01,32,Nevada,NV,12.2,-1.1,1133800,1.15,142986066,142986066,-0.94,101.595
2012-01-01,33,New Hampshire,NH,5.2,-0.4,629100,0.95,74082814,74082814,0.84,102.937
2012-01-01,34,New Jersey,NJ,9.3,-0.2,3875500,1.06,560729738,560729738,2.23,109.42
2012-01-01,35,New Mexico,NM,7,-0.4,796100,-0.28,90762379,90762379,0.23,96.483
2012-01-01,36,New York,NY,8.6,0.2,8774400,1.53,1496280128,1496280128,3.88,109.733
2012-01-01,37,North Carolina,NC,9.8,-0.7,3961000,1.96,488126533,488126533,0.81,93.471
2012-01-01,38,North Dakota,ND,3,-0.4,418000,8.29,53326806,53326806,23.16,92.068
2012-01-01,39,Ohio,OH,7.8,-1.4,5166100,1.81,586540926,586540926,1.08,93.037
2012-01-01,40,Oklahoma,OK,5.2,-0.7,1597300,2.13,172016039,172016039,4.98,91.179
2012-01-01,41,Oregon,OR,8.9,-1,1634300,0.99,187352391,187352391,0.75,101.112
2012-01-01,42,Pennsylvania,PA,7.5,-0.2,5710900,0.82,689007041,689007041,1.85,98.025
2012-01-01,44,Rhode Island,RI,10.9,-0.4,467300,0.99,56487375,56487375,0.82,99.934
2012-01-01,45,South Carolina,SC,9.6,-1,1853600,2.01,195406148,195406148,1.13,93.36
2012-01-01,46,South Dakota,SD,4.1,-0.8,411100,1.83,48653884,48653884,2.15,90.38
2012-01-01,47,Tennessee,TN,8.2,-1.3,2700900,2.32,311754151,311754151,3.4,93.362
2012-01-01,48,Texas,TX,7.1,-1.1,10752800,2.5,1438354410,1438354410,4.98,97.646
2012-01-01,49,Utah,UT,5.3,-2.7,1228400,2.97,140622492,140622492,1.68,99.423
2012-01-01,50,Vermont,VT,4.9,-0.9,303300,1.34,31898139,31898139,0.74,100.05
2012-01-01,51,Virginia,VA,6,-0.4,3724000,1.27,483041359,483041359,0.72,102.471
2012-01-01,53,Washington,WA,9,-0.7,2888200,1.13,426447018,426447018,3.61,102.509
2012-01-01,54,West Virginia,WV,7.1,-1.1,729900,2.51,73124528,73124528,-0.07,89.267
2012-01-01,55,Wisconsin,WI,7,-0.8,2755100,0.48,299007637,299007637,1.82,94.356
2012-01-01,56,Wyoming,WY,5.7,-0.7,292700,2.49,38084983,38084983,-2.17,96.284
2012-01-01,91,New England,,,,,,968580069,968580069,1.44,
2012-01-01,92,Mideast,,,,,,3301293996,3301293996,2.54,
2012-01-01,93,Great Lakes,,,,,,2463334033,2463334033,1.72,
2012-01-01,94,Plains,,,,,,1149893612,1149893612,2.63,
2012-01-01,95,Southeast,,,,,,3762626344,3762626344,1.25,
2012-01-01,96,Southwest,,,,,,1996352031,1996352031,4.38,
2012-01-01,97,Rocky Mountain,,,,,,574357559,574357559,1.21,
2012-01-01,98,Far West,,,,,,3148430217,3148430217,2.69,
2011-12-01,01,Alabama,AL,8.7,-1.4,1892400,0.08,,,0.96,
2011-12-01,02,Alaska,AK,7.4,-0.5,331800,1.13,,,0.73,
2011-12-01,04,Arizona,AZ,8.9,-1.1,2432300,1.54,,,2.89,
2011-12-01,05,Arkansas,AR,7.5,-0.5,1175500,0.89,,,1.98,
2011-12-01,10,Delaware,DE,7.1,-0.8,415600,0.05,,,4.12,
2011-12-01,11,District of Columbia,DC,9.7,-0.1,728200,1.53,,,1.86,
2011-12-01,12,Florida,FL,9.4,-1.7,7306400,1.47,,,-0.3,
2011-12-01,13,Georgia,GA,9.6,-0.8,3912800,0.99,,,2.04,
2011-12-01,15,Hawaii,HI,6.5,-0.2,600000,1.59,,,1.37,
2011-12-01,16,Idaho,ID,8,-0.9,617800,2.2,,,0.12,
2011-12-01,17,Illinois,IL,9.5,-0.1,5703200,1.11,,,2.23,
2011-12-01,18,Indiana,IN,8.6,-0.7,2871000,2.09,,,0.25,
2011-12-01,19,Iowa,IA,5.3,-0.6,1496100,1.38,,,1.84,
2011-12-01,20,Kansas,KS,6,-0.8,1344600,0.79,,,2.76,
2011-12-01,21,Kentucky,KY,8.7,-1.2,1795000,1.16,,,0.89,
2011-12-01,22,Louisiana,LA,7.1,-0.6,1913600,1.11,,,-4.83,
2011-12-01,23,Maine,ME,7.4,-0.7,595700,0.34,,,-0.88,
2011-12-01,24,Maryland,MD,7,-0.5,2573700,0.93,,,2.14,
2011-12-01,25,Massachusetts,MA,6.8,-0.9,3279700,1.28,,,2.24,
2011-12-01,26,Michigan,MI,9.4,-1.7,3994300,2.53,,,2.88,
2011-12-01,27,Minnesota,MN,5.9,-1.2,2704600,1.99,,,2.31,
2011-12-01,28,Mississippi,MS,9.3,-0.6,1094200,-0.01,,,-0.21,
2011-12-01,29,Missouri,MO,7.7,-1.6,2686000,0.6,,,-1.01,
2011-12-01,30,Montana,MT,6.1,-0.9,435700,1.87,,,2.5,
2011-12-01,31,Nebraska,NE,4.1,-0.4,959700,1.29,,,5.57,
2011-12-01,32,Nevada,NV,12.4,-1,1130400,1.15,,,1.21,
2011-12-01,33,New Hampshire,NH,5.3,-0.4,626800,0.56,,,0.71,
2011-12-01,34,New Jersey,NJ,9.3,-0.2,3862700,0.56,,,-1.13,
2011-12-01,35,New Mexico,NM,7.1,-0.4,798300,-0.26,,,-0.19,
2011-12-01,36,New York,NY,8.6,0.1,8746000,1.9,,,0.61,
2011-12-01,37,North Carolina,NC,10,-0.6,3942700,1.34,,,0.45,
2011-12-01,38,North Dakota,ND,3.1,-0.4,412400,7.12,,,11.89,
2011-12-01,39,Ohio,OH,8,-1.3,5148400,1.57,,,2.91,
2011-12-01,40,Oklahoma,OK,5.4,-0.6,1591600,1.65,,,3.65,
2011-12-01,41,Oregon,OR,9,-1.2,1631100,1.19,,,2.89,
2011-12-01,42,Pennsylvania,PA,7.6,-0.2,5706200,0.84,,,1.45,
2011-12-01,44,Rhode Island,RI,11,-0.4,465900,0.65,,,-0.04,
2011-12-01,45,South Carolina,SC,9.7,-1,1844300,1.11,,,2.35,
2011-12-01,46,South Dakota,SD,4.2,-0.7,411000,1.63,,,6.29,
2011-12-01,47,Tennessee,TN,8.4,-1.2,2693100,2.3,,,3.01,
2011-12-01,48,Texas,TX,7.3,-1,10708200,2.26,,,3.56,
2011-12-01,49,Utah,UT,5.5,-2.6,1223500,2.67,,,3.41,
2011-12-01,50,Vermont,VT,5,-0.9,303200,1.57,,,2.5,
2011-12-01,51,Virginia,VA,6.1,-0.4,3711800,1.26,,,0.81,
2011-12-01,53,Washington,WA,9.1,-0.7,2886200,1.3,,,2.01,
2011-12-01,54,West Virginia,WV,7.2,-1.1,729000,2.19,,,1.88,
2011-12-01,55,Wisconsin,WI,7.1,-0.8,2760400,0.91,,,2.09,
2011-12-01,56,Wyoming,WY,5.8,-0.7,292700,2.52,,,-0.53,
2011-11-01,01,Alabama,AL,8.9,-1.2,1893400,0.05,,,0.96,
2011-11-01,02,Alaska,AK,7.5,-0.4,332400,1.28,,,0.73,
2011-11-01,04,Arizona,AZ,9.1,-1,2429100,1.68,,,2.89,
2011-11-01,05,Arkansas,AR,7.6,-0.4,1176000,1,,,1.98,
2011-11-01,10,Delaware,DE,7.2,-0.8,415000,0.17,,,4.12,
2011-11-01,11,District of Columbia,DC,9.9,0.2,726400,1.4,,,1.86,
2011-11-01,12,Florida,FL,9.5,-1.7,7293800,1.34,,,-0.3,
2011-11-01,13,Georgia,GA,9.7,-0.7,3914800,1.05,,,2.04,
2011-11-01,15,Hawaii,HI,6.7,0,598800,0.88,,,1.37,
2011-11-01,16,Idaho,ID,8,-0.9,616100,1.78,,,0.12,
2011-11-01,17,Illinois,IL,9.7,0,5698900,1.09,,,2.23,
2011-11-01,18,Indiana,IN,8.9,-0.6,2861600,1.85,,,0.25,
2011-11-01,19,Iowa,IA,5.4,-0.5,1494600,1.4,,,1.84,
2011-11-01,20,Kansas,KS,6.1,-0.8,1345500,1.12,,,2.76,
2011-11-01,21,Kentucky,KY,8.9,-1.1,1795400,1.41,,,0.89,
2011-11-01,22,Louisiana,LA,7.2,-0.6,1911800,1.24,,,-4.83,
2011-11-01,23,Maine,ME,7.5,-0.7,596700,0.56,,,-0.88,
2011-11-01,24,Maryland,MD,7.1,-0.5,2568600,0.83,,,2.14,
2011-11-01,25,Massachusetts,MA,6.9,-0.9,3274900,1.25,,,2.24,
2011-11-01,26,Michigan,MI,9.6,-1.9,3994400,2.52,,,2.88,
2011-11-01,27,Minnesota,MN,6.1,-1.2,2699200,1.75,,,2.31,
2011-11-01,28,Mississippi,MS,9.5,-0.4,1094200,0.2,,,-0.21,
2011-11-01,29,Missouri,MO,8,-1.4,2682600,0.39,,,-1.01,
2011-11-01,30,Montana,MT,6.3,-0.7,434700,1.66,,,2.5,
2011-11-01,31,Nebraska,NE,4.2,-0.3,958800,1.27,,,5.57,
2011-11-01,32,Nevada,NV,12.6,-0.8,1129900,1.23,,,1.21,
2011-11-01,33,New Hampshire,NH,5.3,-0.5,627600,0.84,,,0.71,
2011-11-01,34,New Jersey,NJ,9.3,-0.2,3859400,0.49,,,-1.13,
2011-11-01,35,New Mexico,NM,7.2,-0.4,797600,-0.2,,,-0.19,
2011-11-01,36,New York,NY,8.5,0,8730400,1.76,,,0.61,
2011-11-01,37,North Carolina,NC,10.1,-0.6,3935900,1.18,,,0.45,
2011-11-01,38,North Dakota,ND,3.2,-0.3,408500,6.57,,,11.89,
2011-11-01,39,Ohio,OH,8.3,-1.2,5140400,1.51,,,2.91,
2011-11-01,40,Oklahoma,OK,5.5,-0.6,1588800,1.65,,,3.65,
2011-11-01,41,Oregon,OR,9.1,-1.3,1629400,0.98,,,2.89,
2011-11-01,42,Pennsylvania,PA,7.7,-0.2,5703200,0.88,,,1.45,
2011-11-01,44,Rhode Island,RI,11.1,-0.4,465900,0.54,,,-0.04,
2011-11-01,45,South Carolina,SC,9.9,-0.9,1840200,1.19,,,2.35,
2011-11-01,46,South Dakota,SD,4.3,-0.6,409500,1.06,,,6.29,
2011-11-01,47,Tennessee,TN,8.6,-1,2690300,2.22,,,3.01,
2011-11-01,48,Texas,TX,7.5,-0.8,10686100,2.24,,,3.56,
2011-11-01,49,Utah,UT,5.8,-2.4,1218500,2.41,,,3.41,
2011-11-01,50,Vermont,VT,5.1,-0.9,302100,0.94,,,2.5,
2011-11-01,51,Virginia,VA,6.2,-0.4,3713400,1.34,,,0.81,
2011-11-01,53,Washington,WA,9.1,-0.8,2886500,1.38,,,2.01,
2011-11-01,54,West Virginia,WV,7.3,-1.1,727300,1.71,,,1.88,
2011-11-01,55,Wisconsin,WI,7.3,-0.7,2755700,0.62,,,2.09,
2011-11-01,56,Wyoming,WY,5.9,-0.6,292300,2.27,,,-0.53,
2011-10-01,01,Alabama,AL,9.1,-1,1891800,-0.14,,,0.96,
2011-10-01,02,Alaska,AK,7.5,-0.4,332600,1.59,,,0.73,
2011-10-01,04,Arizona,AZ,9.2,-0.9,2424600,1.6,,,2.89,
2011-10-01,05,Arkansas,AR,7.8,-0.1,1176400,1.04,,,1.98,
2011-10-01,10,Delaware,DE,7.3,-0.7,414400,-0.05,,,4.12,
2011-10-01,11,District of Columbia,DC,10.1,0.4,727500,1.55,,,1.86,
2011-10-01,12,Florida,FL,9.7,-1.5,7287300,1.16,,,-0.3,
2011-10-01,13,Georgia,GA,9.9,-0.5,3910700,0.93,,,2.04,
2011-10-01,15,Hawaii,HI,6.8,0.1,597900,1.37,,,1.37,
2011-10-01,16,Idaho,ID,8.2,-0.7,614200,1.35,,,0.12,
2011-10-01,17,Illinois,IL,9.9,0.1,5695500,1.07,,,2.23,
2011-10-01,18,Indiana,IN,9,-0.6,2863700,1.86,,,0.25,
2011-10-01,19,Iowa,IA,5.5,-0.5,1492300,1.32,,,1.84,
2011-10-01,20,Kansas,KS,6.2,-0.7,1345000,0.7,,,2.76,
2011-10-01,21,Kentucky,KY,9.1,-0.9,1792000,1.2,,,0.89,
2011-10-01,22,Louisiana,LA,7.2,-0.5,1911400,1.15,,,-4.83,
2011-10-01,23,Maine,ME,7.6,-0.6,596000,0.35,,,-0.88,
2011-10-01,24,Maryland,MD,7.2,-0.5,2571400,0.87,,,2.14,
2011-10-01,25,Massachusetts,MA,7,-0.8,3273500,1.24,,,2.24,
2011-10-01,26,Michigan,MI,9.8,-2,3988500,2.43,,,2.88,
2011-10-01,27,Minnesota,MN,6.2,-1.1,2696700,1.77,,,2.31,
2011-10-01,28,Mississippi,MS,9.6,-0.3,1094700,-0.13,,,-0.21,
2011-10-01,29,Missouri,MO,8.2,-1.2,2679600,0.23,,,-1.01,
2011-10-01,30,Montana,MT,6.4,-0.6,433600,1.24,,,2.5,
2011-10-01,31,Nebraska,NE,4.3,-0.2,957100,0.97,,,5.57,
2011-10-01,32,Nevada,NV,12.8,-0.6,1130200,1.28,,,1.21,
2011-10-01,33,New Hampshire,NH,5.4,-0.4,625800,0.45,,,0.71,
2011-10-01,34,New Jersey,NJ,9.3,-0.2,3856400,0.32,,,-1.13,
2011-10-01,35,New Mexico,NM,7.2,-0.5,797800,-0.24,,,-0.19,
2011-10-01,36,New York,NY,8.5,-0.1,8717000,1.7,,,0.61,
2011-10-01,37,North Carolina,NC,10.4,-0.1,3929300,1.07,,,0.45,
2011-10-01,38,North Dakota,ND,3.3,-0.3,405300,6.04,,,11.89,
2011-10-01,39,Ohio,OH,8.5,-1.1,5126600,1.34,,,2.91,
2011-10-01,40,Oklahoma,OK,5.5,-0.7,1588500,1.64,,,3.65,
2011-10-01,41,Oregon,OR,9.3,-1.2,1626900,0.82,,,2.89,
2011-10-01,42,Pennsylvania,PA,7.8,-0.1,5695000,0.83,,,1.45,
2011-10-01,44,Rhode Island,RI,11.1,-0.4,465400,0.67,,,-0.04,
2011-10-01,45,South Carolina,SC,10,-0.8,1839800,1.04,,,2.35,
2011-10-01,46,South Dakota,SD,4.4,-0.5,409400,1.19,,,6.29,
2011-10-01,47,Tennessee,TN,8.8,-0.8,2686600,1.95,,,3.01,
2011-10-01,48,Texas,TX,7.8,-0.4,10667500,2.1,,,3.56,
2011-10-01,49,Utah,UT,6.3,-1.8,1217000,2.45,,,3.41,
2011-10-01,50,Vermont,VT,5.2,-0.8,302100,0.37,,,2.5,
2011-10-01,51,Virginia,VA,6.3,-0.3,3709500,1.23,,,0.81,
2011-10-01,53,Washington,WA,9.3,-0.6,2880800,1.19,,,2.01,
2011-10-01,54,West Virginia,WV,7.5,-0.9,725800,1.44,,,1.88,
2011-10-01,55,Wisconsin,WI,7.4,-0.6,2755700,0.7,,,2.09,
2011-10-01,56,Wyoming,WY,6,-0.6,291600,1.71,,,-0.53,
2011-09-01,01,Alabama,AL,9.3,-0.8,1895600,0.42,,,0.96,
2011-09-01,02,Alaska,AK,7.6,-0.2,332200,1.65,,,0.73,
2011-09-01,04,Arizona,AZ,9.4,-0.8,2423000,2.12,,,2.89,
2011-09-01,05,Arkansas,AR,7.9,0.1,1171700,0.61,,,1.98,
2011-09-01,10,Delaware,DE,7.4,-0.7,416600,0.14,,,4.12,
2011-09-01,11,District of Columbia,DC,10.2,0.6,731100,2.32,,,1.86,
2011-09-01,12,Florida,FL,9.8,-1.4,7285300,1.56,,,-0.3,
2011-09-01,13,Georgia,GA,10,-0.4,3916300,1.39,,,2.04,
2011-09-01,15,Hawaii,HI,6.9,0.2,597200,1.69,,,1.37,
2011-09-01,16,Idaho,ID,8.4,-0.6,613800,1.98,,,0.12,
2011-09-01,17,Illinois,IL,10.1,0.2,5698400,1.47,,,2.23,
2011-09-01,18,Indiana,IN,9.1,-0.6,2860300,2.2,,,0.25,
