period_date,state_fips,state_name,state_abbrev,unemployment_rate,unemployment_rate_yoy,total_nonfarm_employment,employment_yoy,gdp_millions,real_gdp_millions,gdp_yoy,rpp_all_items
2025-04-01,56,Wyoming,WY,3.3,0.3,296900,1.26,,,,
2025-03-01,01,Alabama,AL,3.3,,2210200,,,,,
2025-03-01,02,Alaska,AK,4.7,,338400,,,,,
2025-03-01,04,Arizona,AZ,4.1,,3254700,,,,,
2025-03-01,05,Arkansas,AR,3.7,,1381800,,,,,
2025-03-01,10,Delaware,DE,3.7,,493000,,,,,
2025-03-01,11,District of Columbia,DC,5.6,,769400,,,,,
2025-03-01,12,Florida,FL,3.6,,10053000,,,,,
2025-03-01,13,Georgia,GA,3.6,,4979500,,,,,
2025-03-01,15,Hawaii,HI,2.9,,650500,,,,,
2025-03-01,16,Idaho,ID,3.7,,876200,,,,,
2025-03-01,17,Illinois,IL,4.8,,6168400,,,,,
2025-03-01,18,Indiana,IN,4.1,,3271800,,,,,
2025-03-01,19,Iowa,IA,3.4,,1594000,,,,,
2025-03-01,20,Kansas,KS,3.8,,1458300,,,,,
2025-03-01,21,Kentucky,KY,5.2,,2052000,,,,,
2025-03-01,22,Louisiana,LA,4.4,,1997600,,,,,
2025-03-01,23,Maine,ME,3.5,,657900,,,,,
2025-03-01,24,Maryland,MD,3,,2845600,,,,,
2025-03-01,25,Massachusetts,MA,4.4,,3717100,,,,,
2025-03-01,26,Michigan,MI,5.5,,4512300,,,,,
2025-03-01,27,Minnesota,MN,3.1,,3051300,,,,,
2025-03-01,28,Mississippi,MS,3.9,,1197700,,,,,
2025-03-01,29,Missouri,MO,3.8,,3001200,,,,,
2025-03-01,30,Montana,MT,2.7,,525800,,,,,
2025-03-01,31,Nebraska,NE,2.9,,1060900,,,,,
2025-03-01,32,Nevada,NV,5.7,,1575500,,,,,
2025-03-01,33,New Hampshire,NH,3.1,,710700,,,,,
2025-03-01,34,New Jersey,NJ,4.7,,4393300,,,,,
2025-03-01,35,New Mexico,NM,4.3,,899400,,,,,
2025-03-01,36,New York,NY,4.2,,9958900,,,,,
2025-03-01,37,North Carolina,NC,3.7,,5076000,,,,,
2025-03-01,38,North Dakota,ND,2.6,,449900,,,,,
2025-03-01,39,Ohio,OH,4.8,,5690900,,,,,
2025-03-01,40,Oklahoma,OK,3.3,,1797800,,,,,
2025-03-01,41,Oregon,OR,4.6,,2011000,,,,,
2025-03-01,42,Pennsylvania,PA,3.8,,6215300,,,,,
2025-03-01,44,Rhode Island,RI,4.8,,515700.00000000006,,,,,
2025-03-01,45,South Carolina,SC,4.1,,2401000,,,,,
2025-03-01,46,South Dakota,SD,1.8,,471800,,,,,
2025-03-01,47,Tennessee,TN,3.6,,3385900,,,,,
2025-03-01,48,Texas,TX,4.1,,14282400,,,,,
2025-03-01,49,Utah,UT,3.1,,1774800,,,,,
2025-03-01,50,Vermont,VT,2.6,,314300,,,,,
2025-03-01,51,Virginia,VA,3.2,,4272200,,,,,
2025-03-01,53,Washington,WA,4.4,,3666200,,,,,
2025-03-01,54,West Virginia,WV,3.8,,715900,,,,,
2025-03-01,55,Wisconsin,WI,3.2,,3055200,,,,,
2025-03-01,56,Wyoming,WY,3.4,,296700,,,,,
2025-02-01,01,Alabama,AL,3.3,0.4,2202500,0.84,,,,
2025-02-01,02,Alaska,AK,4.7,0.3,337600,1.72,,,,
2025-02-01,04,Arizona,AZ,3.9,0.5,3245000,-0.47,,,,
2025-02-01,05,Arkansas,AR,3.6,0.2,1381700,1.54,,,,
2025-02-01,10,Delaware,DE,3.7,0,492600,1.27,,,,
2025-02-01,11,District of Columbia,DC,5.4,0.3,768000,-0.23,,,,
2025-02-01,12,Florida,FL,3.6,0.4,10031900,1.38,,,,
2025-02-01,13,Georgia,GA,3.6,0.3,4972600,0.62,,,,
2025-02-01,15,Hawaii,HI,3,0.1,647300,1.57,,,,
2025-02-01,16,Idaho,ID,3.7,0.2,877300,2.57,,,,
2025-02-01,17,Illinois,IL,4.8,-0.1,6157500,0.43,,,,
2025-02-01,18,Indiana,IN,4.3,0.5,3259900,0.16,,,,
2025-02-01,19,Iowa,IA,3.3,0.6,1593800,-0.52,,,,
2025-02-01,20,Kansas,KS,3.8,0.6,1457600,0.28,,,,
2025-02-01,21,Kentucky,KY,5.3,0.6,2047600,0.76,,,,
2025-02-01,22,Louisiana,LA,4.4,0.2,1999400,1.12,,,,
2025-02-01,23,Maine,ME,3.5,0.7,657900,0.32,,,,
2025-02-01,24,Maryland,MD,3,0.2,2847600,0.56,,,,
2025-02-01,25,Massachusetts,MA,4.3,0.5,3714300,-0.28,,,,
2025-02-01,26,Michigan,MI,5.4,1.4,4515100,0.79,,,,
2025-02-01,27,Minnesota,MN,3,0.2,3039000,1.37,,,,
2025-02-01,28,Mississippi,MS,3.8,1,1199300,1.26,,,,
2025-02-01,29,Missouri,MO,3.7,0.2,2992400,0.29,,,,
2025-02-01,30,Montana,MT,2.8,-0.2,524600,0.54,,,,
2025-02-01,31,Nebraska,NE,3,0.4,1059100,0.36,,,,
2025-02-01,32,Nevada,NV,5.8,0.5,1573200,0.47,,,,
2025-02-01,33,New Hampshire,NH,3,0.7,709800,1.08,,,,
2025-02-01,34,New Jersey,NJ,4.6,0.2,4396700,0.93,,,,
2025-02-01,35,New Mexico,NM,4.4,0.6,899500,1.31,,,,
2025-02-01,36,New York,NY,4.3,0.2,9960300,1.5,,,,
2025-02-01,37,North Carolina,NC,3.7,0.2,5062600,1.29,,,,
2025-02-01,38,North Dakota,ND,2.6,0.4,447900,1.08,,,,
2025-02-01,39,Ohio,OH,4.7,0.7,5685700,0.78,,,,
2025-02-01,40,Oklahoma,OK,3.3,-0.1,1797600,1.28,,,,
2025-02-01,41,Oregon,OR,4.5,0.4,2004800,1.02,,,,
2025-02-01,42,Pennsylvania,PA,3.8,0.2,6196800,1.24,,,,
2025-02-01,44,Rhode Island,RI,4.7,0.7,515200.00000000006,1.12,,,,
2025-02-01,45,South Carolina,SC,4.2,0.7,2389800,2.13,,,,
2025-02-01,46,South Dakota,SD,1.9,0.2,471400,1.16,,,,
2025-02-01,47,Tennessee,TN,3.7,0.6,3384500,0.6,,,,
2025-02-01,48,Texas,TX,4.1,0.2,14256100,1.31,,,,
2025-02-01,49,Utah,UT,3.2,0.2,1770400,2.1,,,,
2025-02-01,50,Vermont,VT,2.6,0.6,313200,0.58,,,,
2025-02-01,51,Virginia,VA,3.1,0.3,4265500,1.27,,,,
2025-02-01,53,Washington,WA,4.4,-0.2,3662400,1.18,,,,
2025-02-01,54,West Virginia,WV,3.9,-0.2,717900,-0.06,,,,
2025-02-01,55,Wisconsin,WI,3.2,0.3,3045200,0.34,,,,
2025-02-01,56,Wyoming,WY,3.5,0.7,296500,1.09,,,,
2025-01-01,01,Alabama,AL,3.3,0.4,2199500,0.96,,,,
2025-01-01,02,Alaska,AK,4.7,0.3,339900,2.78,,,,
2025-01-01,04,Arizona,AZ,3.9,0.4,3241900,-0.49,,,,
2025-01-01,05,Arkansas,AR,3.6,0.2,1379200,1.7,,,,
2025-01-01,10,Delaware,DE,3.6,-0.2,491200,0.99,,,,
2025-01-01,11,District of Columbia,DC,5.3,0.2,768700,-0.19,,,,
2025-01-01,12,Florida,FL,3.5,0.3,10016700,1.39,,,,
2025-01-01,13,Georgia,GA,3.6,0.3,4963300,0.51,,,,
2025-01-01,15,Hawaii,HI,3,0.1,646100,1.68,,,,
2025-01-01,16,Idaho,ID,3.8,0.4,878000,2.7,,,,
2025-01-01,17,Illinois,IL,4.9,0,6156600,0.53,,,,
2025-01-01,18,Indiana,IN,4.4,0.6,3255000,0.18,,,,
2025-01-01,19,Iowa,IA,3.3,0.5,1595900,0.37,,,,
2025-01-01,20,Kansas,KS,3.8,0.7,1456300,0.61,,,,
2025-01-01,21,Kentucky,KY,5.3,0.6,2039600,0.48,,,,
2025-01-01,22,Louisiana,LA,4.5,0.3,1994000,0.89,,,,
2025-01-01,23,Maine,ME,3.5,0.7,659300,0.47,,,,
2025-01-01,24,Maryland,MD,3,0.3,2846400,0.54,,,,
2025-01-01,25,Massachusetts,MA,4.2,0.5,3718900,-0.16,,,,
2025-01-01,26,Michigan,MI,5.3,1.3,4513900,0.91,,,,
2025-01-01,27,Minnesota,MN,3,0.2,3038200,1.42,,,,
2025-01-01,28,Mississippi,MS,3.6,0.8,1199300,1.43,,,,
2025-01-01,29,Missouri,MO,3.7,0.2,2981400,0.31,,,,
2025-01-01,30,Montana,MT,2.8,-0.2,528000,1.36,,,,
2025-01-01,31,Nebraska,NE,2.9,0.3,1059300,0.87,,,,
2025-01-01,32,Nevada,NV,5.8,0.5,1573800,0.83,,,,
2025-01-01,33,New Hampshire,NH,2.9,0.6,710200,1.08,,,,
2025-01-01,34,New Jersey,NJ,4.6,0.2,4384300,0.75,,,,
2025-01-01,35,New Mexico,NM,4.4,0.6,899100,1.55,,,,
2025-01-01,36,New York,NY,4.4,0.2,9960200,1.63,,,,
2025-01-01,37,North Carolina,NC,3.7,0.2,5053000,1.23,,,,
2025-01-01,38,North Dakota,ND,2.6,0.4,448000,1.33,,,,
2025-01-01,39,Ohio,OH,4.6,0.6,5658000,0.37,,,,
2025-01-01,40,Oklahoma,OK,3.3,-0.1,1794800,1.53,,,,
2025-01-01,41,Oregon,OR,4.4,0.3,2003200,1.17,,,,
2025-01-01,42,Pennsylvania,PA,3.8,0.1,6191800,1.26,,,,
2025-01-01,44,Rhode Island,RI,4.6,0.7,514400,1.32,,,,
2025-01-01,45,South Carolina,SC,4.3,0.9,2387700,2.41,,,,
2025-01-01,46,South Dakota,SD,1.9,0.2,472600,1.61,,,,
2025-01-01,47,Tennessee,TN,3.7,0.5,3374400,0.6,,,,
2025-01-01,48,Texas,TX,4.1,0.2,14234100,1.32,,,,
2025-01-01,49,Utah,UT,3.2,0.3,1769600,2.09,,,,
2025-01-01,50,Vermont,VT,2.6,0.6,312700,0.29,,,,
2025-01-01,51,Virginia,VA,3,0.2,4267100,1.45,,,,
2025-01-01,53,Washington,WA,4.3,-0.3,3671700,1.71,,,,
2025-01-01,54,West Virginia,WV,4,-0.1,713700,-0.31,,,,
2025-01-01,55,Wisconsin,WI,3.2,0.3,3049900,0.58,,,,
2025-01-01,56,Wyoming,WY,3.6,0.8,295600,0.85,,,,
2024-12-01,01,Alabama,AL,3.3,0.5,2200300,1.17,,,,
2024-12-01,02,Alaska,AK,4.7,0.2,339300,2.69,,,,
2024-12-01,04,Arizona,AZ,3.8,0.2,3240200,0.52,,,,
2024-12-01,05,Arkansas,AR,3.6,0.1,1377200,1.4,,,,
2024-12-01,10,Delaware,DE,3.6,-0.2,490800,0.88,,,,
2024-12-01,11,District of Columbia,DC,5.3,0.2,772200,0.61,,,,
2024-12-01,12,Florida,FL,3.4,0.2,10002100,1.42,,,,
2024-12-01,13,Georgia,GA,3.6,0.3,4984300,0.91,,,,
2024-12-01,15,Hawaii,HI,3,0,645800,2.01,,,,
2024-12-01,16,Idaho,ID,3.8,0.4,876900,1.48,,,,
2024-12-01,17,Illinois,IL,4.9,0.1,6161000,0.7,,,,
2024-12-01,18,Indiana,IN,4.4,0.7,3270200,0.58,,,,
2024-12-01,19,Iowa,IA,3.3,0.5,1592800,-0.36,,,,
2024-12-01,20,Kansas,KS,3.8,0.8,1458900,0.66,,,,
2024-12-01,21,Kentucky,KY,5.3,0.7,2044800,0.79,,,,
2024-12-01,22,Louisiana,LA,4.6,0.4,1989500,0.96,,,,
2024-12-01,23,Maine,ME,3.4,0.6,658300,0.67,,,,
2024-12-01,24,Maryland,MD,3.1,0.4,2840600,1.42,,,,
2024-12-01,25,Massachusetts,MA,4.1,0.4,3722200,-0.16,,,,
2024-12-01,26,Michigan,MI,5.2,1.2,4509500,0.71,,,,
2024-12-01,27,Minnesota,MN,3,0.2,3034400,1.39,,,,
2024-12-01,28,Mississippi,MS,3.6,0.7,1194800,1.25,,,,
2024-12-01,29,Missouri,MO,3.6,0.2,3000000,0.72,,,,
2024-12-01,30,Montana,MT,2.9,-0.2,528200,1.15,,,,
2024-12-01,31,Nebraska,NE,2.9,0.3,1060300,0.61,,,,
2024-12-01,32,Nevada,NV,5.8,0.5,1580400,1.12,,,,
2024-12-01,33,New Hampshire,NH,2.8,0.5,711600,1.41,,,,
2024-12-01,34,New Jersey,NJ,4.6,0.1,4393200,0.9,,,,
2024-12-01,35,New Mexico,NM,4.3,0.5,895700,1.07,,,,
2024-12-01,36,New York,NY,4.4,0.2,9946500,1.77,,,,
2024-12-01,37,North Carolina,NC,3.7,0.1,5044300,0.94,,,,
2024-12-01,38,North Dakota,ND,2.5,0.3,449200,1.49,,,,
2024-12-01,39,Ohio,OH,4.5,0.6,5654600,0.4,,,,
2024-12-01,40,Oklahoma,OK,3.3,-0.2,1792300,1.32,,,,
2024-12-01,41,Oregon,OR,4.3,0.3,1999700,0.58,,,,
2024-12-01,42,Pennsylvania,PA,3.7,0,6180800,1.09,,,,
2024-12-01,44,Rhode Island,RI,4.5,0.7,514500,1.06,,,,
2024-12-01,45,South Carolina,SC,4.4,1.1,2383700,2.2,,,,
2024-12-01,46,South Dakota,SD,1.9,0.1,470500,0.94,,,,
2024-12-01,47,Tennessee,TN,3.7,0.5,3385900,0.66,,,,
2024-12-01,48,Texas,TX,4.2,0.3,14208500,1.35,,,,
2024-12-01,49,Utah,UT,3.3,0.4,1764000,1.69,,,,
2024-12-01,50,Vermont,VT,2.5,0.5,311200,0.13,,,,
2024-12-01,51,Virginia,VA,2.9,0,4273900,1.76,,,,
2024-12-01,53,Washington,WA,4.4,-0.2,3674200,1.67,,,,
2024-12-01,54,West Virginia,WV,4.1,-0.1,716100,0.2,,,,
2024-12-01,55,Wisconsin,WI,3.1,0.2,3047600,0.5,,,,
2024-12-01,56,Wyoming,WY,3.5,0.7,296000,1.13,,,,
2024-11-01,01,Alabama,AL,3.3,0.5,2197100,1.12,,,,
2024-11-01,02,Alaska,AK,4.7,0.2,338900,2.76,,,,
2024-11-01,04,Arizona,AZ,3.9,0.2,3233700,0.69,,,,
2024-11-01,05,Arkansas,AR,3.6,0.1,1375100,1.51,,,,
2024-11-01,10,Delaware,DE,3.6,-0.2,490400,0.97,,,,
2024-11-01,11,District of Columbia,DC,5.3,0.3,772000,0.57,,,,
2024-11-01,12,Florida,FL,3.5,0.4,9972600,1.28,,,,
2024-11-01,13,Georgia,GA,3.6,0.3,4971200,0.8,,,,
2024-11-01,15,Hawaii,HI,3,0,643200,1.8,,,,
2024-11-01,16,Idaho,ID,3.8,0.4,872900,1.36,,,,
2024-11-01,17,Illinois,IL,4.9,0.1,6148800,0.46,,,,
2024-11-01,18,Indiana,IN,4.4,0.7,3267200,0.56,,,,
2024-11-01,19,Iowa,IA,3.3,0.4,1590800,-0.41,,,,
2024-11-01,20,Kansas,KS,3.8,0.8,1459200,0.79,,,,
2024-11-01,21,Kentucky,KY,5.4,0.9,2042200,0.84,,,,
2024-11-01,22,Louisiana,LA,4.6,0.5,1990500,1.2,,,,
2024-11-01,23,Maine,ME,3.4,0.6,658400,0.73,,,,
2024-11-01,24,Maryland,MD,3.1,0.6,2837500,1.47,,,,
2024-11-01,25,Massachusetts,MA,4.1,0.5,3715200,-0.19,,,,
2024-11-01,26,Michigan,MI,5.2,1.2,4498500,0.69,,,,
2024-11-01,27,Minnesota,MN,3,0.2,3029700,1.23,,,,
2024-11-01,28,Mississippi,MS,3.6,0.6,1196500,1.32,,,,
2024-11-01,29,Missouri,MO,3.6,0.2,2994600,0.64,,,,
2024-11-01,30,Montana,MT,2.9,-0.1,526600,0.98,,,,
2024-11-01,31,Nebraska,NE,2.9,0.4,1059300,0.66,,,,
2024-11-01,32,Nevada,NV,5.8,0.5,1572500,0.92,,,,
2024-11-01,33,New Hampshire,NH,2.8,0.5,708900,1.17,,,,
2024-11-01,34,New Jersey,NJ,4.6,0.1,4375400,0.7,,,,
2024-11-01,35,New Mexico,NM,4.4,0.6,893400,1.28,,,,
2024-11-01,36,New York,NY,4.4,0.2,9908800,1.65,,,,
2024-11-01,37,North Carolina,NC,3.7,0.1,5032000,1.05,,,,
2024-11-01,38,North Dakota,ND,2.5,0.3,447600,1.57,,,,
2024-11-01,39,Ohio,OH,4.5,0.6,5654100,0.48,,,,
2024-11-01,40,Oklahoma,OK,3.3,-0.2,1788900,1.2,,,,
2024-11-01,41,Oregon,OR,4.3,0.3,2001700,0.72,,,,
2024-11-01,42,Pennsylvania,PA,3.7,0,6160700,0.95,,,,
2024-11-01,44,Rhode Island,RI,4.5,0.9,514400,1.34,,,,
2024-11-01,45,South Carolina,SC,4.4,1.2,2376400,1.97,,,,
2024-11-01,46,South Dakota,SD,1.9,0.1,470000,1.01,,,,
2024-11-01,47,Tennessee,TN,3.7,0.4,3382700,0.78,,,,
2024-11-01,48,Texas,TX,4.2,0.2,14174700,1.29,,,,
2024-11-01,49,Utah,UT,3.3,0.4,1758900,1.74,,,,
2024-11-01,50,Vermont,VT,2.5,0.5,311700,0.26,,,,
2024-11-01,51,Virginia,VA,2.9,0.1,4259700,1.57,,,,
2024-11-01,53,Washington,WA,4.4,-0.1,3661900,1.57,,,,
2024-11-01,54,West Virginia,WV,4.1,-0.1,716300,0.45,,,,
2024-11-01,55,Wisconsin,WI,3.1,0.2,3048100,0.78,,,,
2024-11-01,56,Wyoming,WY,3.6,0.8,295700,0.99,,,,
2024-10-01,01,Alabama,AL,3.3,0.6,2195900,1,,,,
2024-10-01,02,Alaska,AK,4.7,0.2,338500,2.83,,,,
2024-10-01,04,Arizona,AZ,3.9,0.2,3224300,0.8,,,,
2024-10-01,05,Arkansas,AR,3.6,0.2,1371200,1.2,,,,
2024-10-01,10,Delaware,DE,3.6,-0.3,488000,0.51,,,,
2024-10-01,11,District of Columbia,DC,5.3,0.4,769400,0.25,,,,
2024-10-01,12,Florida,FL,3.5,0.4,9921400,0.84,,,,
2024-10-01,13,Georgia,GA,3.6,0.3,4968200,0.83,,,,
2024-10-01,15,Hawaii,HI,3,0.1,640800,1.63,,,,
2024-10-01,16,Idaho,ID,3.8,0.4,869000,1.19,,,,
2024-10-01,17,Illinois,IL,4.9,0.1,6150500,0.59,,,,
2024-10-01,18,Indiana,IN,4.5,0.9,3266800,0.59,,,,
2024-10-01,19,Iowa,IA,3.3,0.3,1590300,-0.55,,,,
2024-10-01,20,Kansas,KS,3.8,0.9,1452400,0.44,,,,
2024-10-01,21,Kentucky,KY,5.4,0.9,2036200,0.54,,,,
2024-10-01,22,Louisiana,LA,4.6,0.6,1989200,1.06,,,,
2024-10-01,23,Maine,ME,3.4,0.6,659700,0.98,,,,
2024-10-01,24,Maryland,MD,3.2,0.8,2826000,1.23,,,,
2024-10-01,25,Massachusetts,MA,4.2,0.6,3715900,-0.18,,,,
2024-10-01,26,Michigan,MI,5.2,1.2,4492300,0.84,,,,
2024-10-01,27,Minnesota,MN,3,0.2,3025500,1.08,,,,
2024-10-01,28,Mississippi,MS,3.6,0.6,1198000,1.36,,,,
2024-10-01,29,Missouri,MO,3.6,0.2,2999400,0.91,,,,
2024-10-01,30,Montana,MT,2.9,0,526000,0.88,,,,
2024-10-01,31,Nebraska,NE,2.9,0.4,1060600,0.71,,,,
2024-10-01,32,Nevada,NV,5.8,0.6,1572200,1.13,,,,
2024-10-01,33,New Hampshire,NH,2.8,0.5,707000,1.01,,,,
2024-10-01,34,New Jersey,NJ,4.6,0.1,4375900,0.86,,,,
2024-10-01,35,New Mexico,NM,4.4,0.6,889800,1.25,,,,
2024-10-01,36,New York,NY,4.4,0.2,9891900,1.52,,,,
2024-10-01,37,North Carolina,NC,3.7,0.1,5019800,0.98,,,,
2024-10-01,38,North Dakota,ND,2.5,0.4,446400,1.32,,,,
2024-10-01,39,Ohio,OH,4.5,0.7,5652900,0.52,,,,
2024-10-01,40,Oklahoma,OK,3.3,-0.1,1785200,1.04,,,,
2024-10-01,41,Oregon,OR,4.3,0.4,1997000,0.5,,,,
2024-10-01,42,Pennsylvania,PA,3.7,0,6156800,0.91,,,,
2024-10-01,44,Rhode Island,RI,4.5,1.2,513900,1.22,,,,
2024-10-01,45,South Carolina,SC,4.5,1.4,2368400,1.74,,,,
2024-10-01,46,South Dakota,SD,1.9,0.1,470100,1.21,,,,
2024-10-01,47,Tennessee,TN,3.7,0.4,3381300,0.94,,,,
2024-10-01,48,Texas,TX,4.2,0.2,14179900,1.35,,,,
2024-10-01,49,Utah,UT,3.3,0.5,1757100,1.61,,,,
2024-10-01,50,Vermont,VT,2.5,0.5,311800,0.39,,,,
2024-10-01,51,Virginia,VA,2.9,0.1,4253700,1.51,,,,
2024-10-01,53,Washington,WA,4.4,-0.1,3628200,0.83,,,,
2024-10-01,54,West Virginia,WV,4.1,-0.1,715700,0.52,,,,
2024-10-01,55,Wisconsin,WI,3.1,0.1,3046100,0.64,,,,
2024-10-01,56,Wyoming,WY,3.5,0.7,296100,1.37,,,,
2024-09-01,01,Alabama,AL,3.3,0.7,2194500,1.12,,,,
2024-09-01,02,Alaska,AK,4.8,0.4,335100,1.15,,,,
2024-09-01,04,Arizona,AZ,3.8,0,3224200,-0.17,,,,
2024-09-01,05,Arkansas,AR,3.5,0.1,1367700,0.89,,,,
2024-09-01,10,Delaware,DE,3.6,-0.2,491300,1.13,,,,
2024-09-01,11,District of Columbia,DC,5.3,0.5,768200,0.14,,,,
2024-09-01,12,Florida,FL,3.5,0.4,9979300,1.81,,,,
2024-09-01,13,Georgia,GA,3.6,0.3,4967100,0.81,,,,
2024-09-01,15,Hawaii,HI,3,0.1,642300,1.98,,,,
2024-09-01,16,Idaho,ID,3.8,0.4,866100,1.85,,,,
2024-09-01,17,Illinois,IL,5,0.3,6138200,0.2,,,,
2024-09-01,18,Indiana,IN,4.4,0.8,3271500,0.76,,,,
2024-09-01,19,Iowa,IA,3.3,0.3,1594600,-0.09,,,,
2024-09-01,20,Kansas,KS,3.8,0.9,1460100,0.9,,,,
2024-09-01,21,Kentucky,KY,5.3,0.9,2041700,0.8,,,,
2024-09-01,22,Louisiana,LA,4.6,0.8,1982000,0.94,,,,
2024-09-01,23,Maine,ME,3.4,0.6,659800,0.98,,,,
2024-09-01,24,Maryland,MD,3.2,0.9,2835700,1.71,,,,
2024-09-01,25,Massachusetts,MA,4.2,0.7,3718200,-0.02,,,,
2024-09-01,26,Michigan,MI,5.1,1.1,4497500,0.39,,,,
2024-09-01,27,Minnesota,MN,3.1,0.3,3017900,0.83,,,,
2024-09-01,28,Mississippi,MS,3.4,0.4,1190800,0.66,,,,
2024-09-01,29,Missouri,MO,3.7,0.4,2992300,0.6,,,,
2024-09-01,30,Montana,MT,3,0.2,528000,1.44,,,,
2024-09-01,31,Nebraska,NE,2.9,0.4,1059100,0.52,,,,
2024-09-01,32,Nevada,NV,5.7,0.5,1573500,1.34,,,,
2024-09-01,33,New Hampshire,NH,2.7,0.4,704400,0.56,,,,
2024-09-01,34,New Jersey,NJ,4.6,0.1,4375400,0.67,,,,
2024-09-01,35,New Mexico,NM,4.3,0.6,888400,1.2,,,,
2024-09-01,36,New York,NY,4.4,0.3,9908800,1.64,,,,
2024-09-01,37,North Carolina,NC,3.7,0.2,5027000,1.27,,,,
2024-09-01,38,North Dakota,ND,2.5,0.5,446800,1.43,,,,
2024-09-01,39,Ohio,OH,4.4,0.6,5658400,0.4,,,,
2024-09-01,40,Oklahoma,OK,3.3,-0.1,1780300,0.94,,,,
2024-09-01,41,Oregon,OR,4.2,0.4,1997200,0.29,,,,
2024-09-01,42,Pennsylvania,PA,3.7,0.1,6153000,0.84,,,,
2024-09-01,44,Rhode Island,RI,4.5,1.4,512000,0.67,,,,
2024-09-01,45,South Carolina,SC,4.5,1.5,2366500,1.88,,,,
2024-09-01,46,South Dakota,SD,1.8,0,468600,0.9,,,,
2024-09-01,47,Tennessee,TN,3.7,0.5,3375900,0.75,,,,
2024-09-01,48,Texas,TX,4.2,0.2,14175800,1.38,,,,
2024-09-01,49,Utah,UT,3.3,0.5,1749800,1.17,,,,
2024-09-01,50,Vermont,VT,2.5,0.5,312100,0.39,,,,
2024-09-01,51,Virginia,VA,2.9,0.2,4250200,1.5,,,,
2024-09-01,53,Washington,WA,4.4,0.1,3654000,1.47,,,,
2024-09-01,54,West Virginia,WV,4.1,0,715600,0.62,,,,
2024-09-01,55,Wisconsin,WI,3,0,3039400,0.32,,,,
2024-09-01,56,Wyoming,WY,3.5,0.7,294900,0.92,,,,
2024-08-01,01,Alabama,AL,3.1,0.6,2192900,1.17,,,,
2024-08-01,02,Alaska,AK,4.7,0.3,334100,1.37,,,,
2024-08-01,04,Arizona,AZ,3.7,0,3212300,-0.19,,,,
2024-08-01,05,Arkansas,AR,3.5,0.2,1367500,1.14,,,,
2024-08-01,10,Delaware,DE,3.7,-0.1,490300,1.07,,,,
2024-08-01,11,District of Columbia,DC,5.3,0.5,766700,0.25,,,,
2024-08-01,12,Florida,FL,3.4,0.4,9950200,1.65,,,,
2024-08-01,13,Georgia,GA,3.6,0.3,4967300,1.03,,,,
2024-08-01,15,Hawaii,HI,3,0.1,639500,1.15,,,,
2024-08-01,16,Idaho,ID,3.7,0.4,869000,2.43,,,,
2024-08-01,17,Illinois,IL,5,0.4,6147800,0.41,,,,
2024-08-01,18,Indiana,IN,4.4,0.9,3277200,1.03,,,,
2024-08-01,19,Iowa,IA,3.2,0.2,1596900,0.08,,,,
2024-08-01,20,Kansas,KS,3.7,0.9,1462400,1.34,,,,
2024-08-01,21,Kentucky,KY,5.2,0.8,2042400,1.14,,,,
2024-08-01,22,Louisiana,LA,4.5,0.8,1983400,1.27,,,,
2024-08-01,23,Maine,ME,3.2,0.5,658800,0.83,,,,
2024-08-01,24,Maryland,MD,3.2,1,2835000,1.76,,,,
2024-08-01,25,Massachusetts,MA,4.2,0.7,3717000,-0.04,,,,
2024-08-01,26,Michigan,MI,5,1,4489500,0.43,,,,
2024-08-01,27,Minnesota,MN,3.2,0.4,3010600,0.82,,,,
2024-08-01,28,Mississippi,MS,3.3,0.2,1189300,0.67,,,,
2024-08-01,29,Missouri,MO,3.7,0.5,2987900,0.85,,,,
2024-08-01,30,Montana,MT,3,0.3,528100,1.42,,,,
2024-08-01,31,Nebraska,NE,2.9,0.5,1057500,0.64,,,,
2024-08-01,32,Nevada,NV,5.7,0.6,1570200,1.82,,,,
2024-08-01,33,New Hampshire,NH,2.6,0.4,706200,1.03,,,,
2024-08-01,34,New Jersey,NJ,4.6,0.2,4360300,0.64,,,,
2024-08-01,35,New Mexico,NM,4.3,0.6,888000,1.29,,,,
2024-08-01,36,New York,NY,4.4,0.3,9883500,1.55,,,,
2024-08-01,37,North Carolina,NC,3.7,0.2,5014600,1.18,,,,
2024-08-01,38,North Dakota,ND,2.5,0.5,446600,1.68,,,,
2024-08-01,39,Ohio,OH,4.4,0.8,5653400,0.41,,,,
2024-08-01,40,Oklahoma,OK,3.3,0,1778900,1.13,,,,
2024-08-01,41,Oregon,OR,4.2,0.4,1995300,0.43,,,,
2024-08-01,42,Pennsylvania,PA,3.6,0,6147900,0.79,,,,
2024-08-01,44,Rhode Island,RI,4.5,1.7,512000,0.81,,,,
2024-08-01,45,South Carolina,SC,4.6,1.7,2355200,1.63,,,,
2024-08-01,46,South Dakota,SD,1.8,0,467500,0.88,,,,
2024-08-01,47,Tennessee,TN,3.6,0.4,3373900,1.07,,,,
2024-08-01,48,Texas,TX,4.2,0.2,14152100,1.41,,,,
2024-08-01,49,Utah,UT,3.3,0.6,1744700,1.22,,,,
2024-08-01,50,Vermont,VT,2.5,0.6,313100,1.16,,,,
2024-08-01,51,Virginia,VA,2.9,0.3,4237200,1.27,,,,
2024-08-01,53,Washington,WA,4.5,0.3,3642000,1.21,,,,
