period_date,cbsa_code,total_nonfarm_employment,employment_yoy
2023-12-01,18020,44240,-0.93
2024-03-01,18020,44170,
2024-06-01,18020,44858,-0.4
2024-09-01,18020,44012,-0.81
2024-12-01,18020,43883,-0.81
2025-03-01,18020,43588,
2025-06-01,18020,43913,-2.11
2016-03-01,18140,826875,
2016-06-01,18140,850285,
2016-09-01,18140,852717,
2016-12-01,18140,866313,
2017-03-01,18140,843651,
2017-06-01,18140,870765,2.41
2017-09-01,18140,864194,1.35
2017-12-01,18140,877918,1.34
2018-03-01,18140,857660,1.66
2018-06-01,18140,884833,1.62
2018-09-01,18140,879156,1.73
2018-12-01,18140,888760,1.23
2019-03-01,18140,864440,0.79
2019-06-01,18140,889232,0.5
2019-09-01,18140,884206,0.57
2019-12-01,18140,902678,1.57
2020-03-01,18140,871681,
2020-06-01,18140,827374,-6.96
2020-09-01,18140,844072,-4.54
2020-12-01,18140,864934,-4.18
2021-03-01,18140,851238,
2021-06-01,18140,873084,5.52
2021-09-01,18140,872093,3.32
2021-12-01,18140,902304,4.32
2022-03-01,18140,886122,4.1
2022-06-01,18140,902189,3.33
2022-09-01,18140,897345,2.9
2022-12-01,18140,904021,0.19
2023-03-01,18140,895939,1.11
2023-06-01,18140,919323,1.9
2023-09-01,18140,913224,1.77
2023-12-01,18140,920140,1.78
2024-03-01,18140,902241,
2024-06-01,18140,925455,0.67
2024-09-01,18140,921857,0.95
2024-12-01,18140,933386,1.44
2025-03-01,18140,917251,
2025-06-01,18140,941539,1.74
2016-03-01,18580,152648,
2016-06-01,18580,155336,
2016-09-01,18580,155584,
2016-12-01,18580,154913,
2017-03-01,18580,155947,
2017-06-01,18580,156996,1.07
2017-09-01,18580,152178,-2.19
2017-12-01,18580,154663,-0.16
2018-03-01,18580,154682,-0.81
2018-06-01,18580,156925,-0.05
2018-09-01,18580,154498,1.52
2018-12-01,18580,156744,1.35
2019-03-01,18580,155137,0.29
2019-06-01,18580,157169,0.16
2019-09-01,18580,155138,0.41
2019-12-01,18580,155664,-0.69
2020-03-01,18580,152043,
2020-06-01,18580,143238,-8.86
2020-09-01,18580,141876,-8.55
2020-12-01,18580,144277,-7.32
2021-03-01,18580,145087,
2021-06-01,18580,147003,2.63
2021-09-01,18580,147485,3.95
2021-12-01,18580,149329,3.5
2022-03-01,18580,149586,3.1
2022-06-01,18580,151841,3.29
2022-09-01,18580,151694,2.85
2022-12-01,18580,153451,2.76
2023-03-01,18580,155572,4
2023-06-01,18580,159524,5.06
2023-09-01,18580,158766,4.66
2023-12-01,18580,160175,4.38
2024-03-01,18580,157224,
2024-06-01,18580,157902,-1.02
2024-09-01,18580,159441,0.43
2024-12-01,18580,161546,0.86
2025-03-01,18580,159314,
2025-06-01,18580,160438,1.61
2016-03-01,18700,26896,
2016-06-01,18700,27154,
2016-09-01,18700,27272,
2016-12-01,18700,27293,
2017-03-01,18700,27346,
2017-06-01,18700,28284,4.16
2017-09-01,18700,28319,3.84
2017-12-01,18700,28311,3.73
2018-03-01,18700,28193,3.1
2018-06-01,18700,28659,1.33
2018-09-01,18700,28627,1.09
2018-12-01,18700,28551,0.85
2019-03-01,18700,28453,0.92
2019-06-01,18700,28838,0.62
2019-09-01,18700,28592,-0.12
2019-12-01,18700,28821,0.95
2020-03-01,18700,28204,
2020-06-01,18700,25693,-10.91
2020-09-01,18700,26208,-8.34
2020-12-01,18700,26085,-9.49
2021-03-01,18700,26180,
2021-06-01,18700,27286,6.2
2021-09-01,18700,27530,5.04
2021-12-01,18700,27797,6.56
2022-03-01,18700,28082,7.27
2022-06-01,18700,28430,4.19
2022-09-01,18700,28541,3.67
2022-12-01,18700,28346,1.98
2023-03-01,18700,28860,2.77
2023-06-01,18700,29303,3.07
2023-09-01,18700,28888,1.22
2023-12-01,18700,28617,0.96
2024-03-01,18700,28509,
2024-06-01,18700,28705,-2.04
2024-09-01,18700,28416,-1.63
2024-12-01,18700,28359,-0.9
2025-03-01,18700,28259,
2025-06-01,18700,28669,-0.13
2016-03-01,18880,85698,
2016-06-01,18880,90693,
2016-09-01,18880,87148,
2016-12-01,18880,85152,
2017-03-01,18880,87610,
2017-06-01,18880,92551,2.05
2017-09-01,18880,88114,1.11
2017-12-01,18880,86848,1.99
2018-03-01,18880,90648,3.47
2018-06-01,18880,94293,1.88
2018-09-01,18880,90031,2.18
2018-12-01,18880,89056,2.54
2019-03-01,18880,92469,2.01
2019-06-01,18880,96539,2.38
2019-09-01,18880,92420,2.65
2019-12-01,18880,91419,2.65
2020-03-01,18880,93633,
2020-06-01,18880,92002,-4.7
2020-09-01,18880,90723,-1.84
2020-12-01,18880,92612,1.3
2021-03-01,18880,95155,
2021-06-01,18880,99128,7.75
2021-09-01,18880,95937,5.75
2021-12-01,18880,97383,5.15
2022-03-01,18880,99381,4.44
2022-06-01,18880,103052,3.96
2022-09-01,18880,101006,5.28
2022-12-01,18880,100314,3.01
2023-03-01,18880,102851,3.49
2023-06-01,18880,106341,3.19
2023-09-01,18880,103644,2.61
2023-12-01,18880,102043,1.72
2024-03-01,18880,103031,
2024-06-01,18880,105808,-0.5
2024-09-01,18880,102761,-0.85
2024-12-01,18880,100945,-1.08
2025-03-01,18880,102735,
2025-06-01,18880,106425,0.58
2016-03-01,19060,28913,
2016-06-01,19060,29838,
2016-09-01,19060,29879,
2016-12-01,19060,29642,
2017-03-01,19060,28855,
2017-06-01,19060,29381,-1.53
2017-09-01,19060,29645,-0.78
2017-12-01,19060,29704,0.21
2018-03-01,19060,29182,1.13
2018-06-01,19060,29658,0.94
2018-09-01,19060,29763,0.4
2018-12-01,19060,29634,-0.24
2019-03-01,19060,29586,1.38
2019-06-01,19060,29869,0.71
2019-09-01,19060,29046,-2.41
2019-12-01,19060,28752,-2.98
2020-03-01,19060,28052,
2020-06-01,19060,25487,-14.67
2020-09-01,19060,26821,-7.66
2020-12-01,19060,26762,-6.92
2021-03-01,19060,26596,
2021-06-01,19060,27445,7.68
2021-09-01,19060,27388,2.11
2021-12-01,19060,28128,5.1
2022-03-01,19060,27770,4.41
2022-06-01,19060,28486,3.79
2022-09-01,19060,28688,4.75
2022-12-01,19060,28324,0.7
2023-03-01,19060,27753,-0.06
2023-06-01,19060,28208,-0.98
2023-09-01,19060,27991,-2.43
2023-12-01,19060,27956,-1.3
2016-03-01,19100,2902491,
2016-06-01,19100,2960594,
2016-09-01,19100,2980305,
2016-12-01,19100,3023394,
2017-03-01,19100,2990401,
2017-06-01,19100,3047882,2.95
2017-09-01,19100,3054898,2.5
2017-12-01,19100,3101383,2.58
2018-03-01,19100,3063842,2.46
2018-06-01,19100,3125523,2.55
2018-09-01,19100,3124973,2.29
2018-12-01,19100,3177244,2.45
2019-03-01,19100,3139081,2.46
2019-06-01,19100,3200718,2.41
2019-09-01,19100,3214099,2.85
2019-12-01,19100,3278810,3.2
2020-03-01,19100,3199539,
2020-06-01,19100,3004758,-6.12
2020-09-01,19100,3052868,-5.02
2020-12-01,19100,3162900,-3.54
2021-03-01,19100,3146422,
2021-06-01,19100,3230201,7.5
2021-09-01,19100,3266972,7.01
2021-12-01,19100,3391030,7.21
2022-03-01,19100,3365048,6.95
2022-06-01,19100,3427208,6.1
2022-09-01,19100,3474390,6.35
2022-12-01,19100,3516150,3.69
2023-03-01,19100,3493397,3.81
2023-06-01,19100,3546451,3.48
2023-09-01,19100,3539911,1.89
2023-12-01,19100,3585721,1.98
2024-03-01,19100,3499325,
2024-06-01,19100,3549952,0.1
2024-09-01,19100,3544745,0.14
2024-12-01,19100,3597197,0.32
2025-03-01,19100,3545139,
2025-06-01,19100,3579335,0.83
2016-03-01,19140,60979,
2016-06-01,19140,60601,
2016-09-01,19140,60633,
2016-12-01,19140,58564,
2017-03-01,19140,58070,
2017-06-01,19140,58140,-4.06
2017-09-01,19140,57856,-4.58
2017-12-01,19140,58095,-0.8
2018-03-01,19140,57945,-0.22
2018-06-01,19140,59113,1.67
2018-09-01,19140,59506,2.85
2018-12-01,19140,59278,2.04
2019-03-01,19140,57796,-0.26
2019-06-01,19140,57798,-2.22
2019-09-01,19140,57460,-3.44
2019-12-01,19140,57354,-3.25
2020-03-01,19140,57417,
2020-06-01,19140,54143,-6.32
2020-09-01,19140,55171,-3.98
2020-12-01,19140,55917,-2.51
2021-03-01,19140,55610,
2021-06-01,19140,56410,4.19
2021-09-01,19140,56660,2.7
2021-12-01,19140,57860,3.47
2022-03-01,19140,57590,3.56
2022-06-01,19140,58128,3.05
2022-09-01,19140,57815,2.04
2022-12-01,19140,57808,-0.09
2023-03-01,19140,58468,1.52
2023-06-01,19140,58566,0.75
2023-09-01,19140,59283,2.54
2023-12-01,19140,59473,2.88
2024-03-01,19140,59391,
2024-06-01,19140,59017,0.77
2024-09-01,19140,59524,0.41
2024-12-01,19140,59552,0.13
2025-03-01,19140,57594,
2025-06-01,19140,57048,-3.34
2016-03-01,19180,21559,
2016-06-01,19180,21751,
2016-09-01,19180,21795,
2016-12-01,19180,21468,
2017-03-01,19180,21234,
2017-06-01,19180,21601,-0.69
2017-09-01,19180,21476,-1.46
2017-12-01,19180,21441,-0.13
2018-03-01,19180,21034,-0.94
2018-06-01,19180,21271,-1.53
2018-09-01,19180,20821,-3.05
2018-12-01,19180,20752,-3.21
2019-03-01,19180,20539,-2.35
2019-06-01,19180,21091,-0.85
2019-09-01,19180,20935,0.55
2019-12-01,19180,21061,1.49
2020-03-01,19180,20670,
2020-06-01,19180,19510,-7.5
2020-09-01,19180,19842,-5.22
2020-12-01,19180,19597,-6.95
2021-03-01,19180,19480,
2021-06-01,19180,19720,1.08
2021-09-01,19180,19405,-2.2
2021-12-01,19180,20121,2.67
2022-03-01,19180,19581,0.52
2022-06-01,19180,20350,3.19
2022-09-01,19180,19964,2.88
2022-12-01,19180,19978,-0.71
2023-03-01,19180,20182,3.07
2023-06-01,19180,20547,0.97
2023-09-01,19180,19886,-0.39
2023-12-01,19180,19992,0.07
2016-03-01,19300,59831,
2016-06-01,19300,64064,
2016-09-01,19300,61503,
2016-12-01,19300,59769,
2017-03-01,19300,61612,
2017-06-01,19300,65548,2.32
2017-09-01,19300,62819,2.14
2017-12-01,19300,61133,2.28
2018-03-01,19300,63401,2.9
2018-06-01,19300,67830,3.48
2018-09-01,19300,64529,2.72
2018-12-01,19300,63842,4.43
2019-03-01,19300,66073,4.21
2019-06-01,19300,69315,2.19
2019-09-01,19300,66032,2.33
2019-12-01,19300,65412,2.46
2020-03-01,19300,65979,
2020-06-01,19300,64567,-6.85
2020-09-01,19300,62763,-4.95
2020-12-01,19300,63888,-2.33
2021-03-01,19300,64311,
2021-06-01,19300,68356,5.87
2021-09-01,19300,66643,6.18
2021-12-01,19300,67518,5.68
2022-03-01,19300,68052,5.82
2022-06-01,19300,71550,4.67
2022-09-01,19300,69657,4.52
2022-12-01,19300,69682,3.21
2023-03-01,19300,70700,3.89
2023-06-01,19300,74701,4.4
2023-09-01,19300,72010,3.38
2023-12-01,19300,71622,2.78
2024-03-01,19300,73097,
2024-06-01,19300,75808,1.48
2024-09-01,19300,73466,2.02
2024-12-01,19300,73569,2.72
2025-03-01,19300,74762,
2025-06-01,19300,78062,2.97
2016-03-01,19340,152309,
2016-06-01,19340,155841,
2016-09-01,19340,156069,
2016-12-01,19340,155263,
2017-03-01,19340,153771,
2017-06-01,19340,158979,2.01
2017-09-01,19340,156874,0.52
2017-12-01,19340,157202,1.25
2018-03-01,19340,154079,0.2
2018-06-01,19340,159474,0.31
2018-09-01,19340,157595,0.46
2018-12-01,19340,157464,0.17
2019-03-01,19340,154122,0.03
2019-06-01,19340,159405,-0.04
2019-09-01,19340,157274,-0.2
2019-12-01,19340,156633,-0.53
2020-03-01,19340,152166,
2020-06-01,19340,142325,-10.71
2020-09-01,19340,145188,-7.68
2020-12-01,19340,146445,-6.5
2021-03-01,19340,145338,
2021-06-01,19340,150498,5.74
2021-09-01,19340,150085,3.37
2021-12-01,19340,152997,4.47
2022-03-01,19340,151150,4
2022-06-01,19340,154198,2.46
2022-09-01,19340,153068,1.99
2022-12-01,19340,154353,0.89
2023-03-01,19340,151894,0.49
2023-06-01,19340,155880,1.09
2023-09-01,19340,154303,0.81
2023-12-01,19340,155112,0.49
2024-03-01,19340,152236,
2024-06-01,19340,154844,-0.66
2024-09-01,19340,152564,-1.13
2024-12-01,19340,152406,-1.74
2025-03-01,19340,150088,
2025-06-01,19340,155877,0.67
2016-03-01,19380,304067,
2016-06-01,19380,306419,
2016-09-01,19380,307302,
2016-12-01,19380,310255,
2017-03-01,19380,305546,
2017-06-01,19380,312844,2.1
2017-09-01,19380,312005,1.53
2017-12-01,19380,314757,1.45
2018-03-01,19380,310047,1.47
2018-06-01,19380,314925,0.67
2018-09-01,19380,313268,0.4
2018-12-01,19380,316159,0.45
2019-03-01,19380,310670,0.2
2019-06-01,19380,316463,0.49
2019-09-01,19380,314461,0.38
2019-12-01,19380,317977,0.58
2020-03-01,19380,310745,
2020-06-01,19380,291875,-7.77
2020-09-01,19380,296888,-5.59
2020-12-01,19380,302426,-4.89
2021-03-01,19380,294938,
2021-06-01,19380,299896,2.75
2021-09-01,19380,298870,0.67
2021-12-01,19380,304960,0.84
2022-03-01,19380,302571,2.59
2022-06-01,19380,307056,2.39
2022-09-01,19380,306277,2.48
2022-12-01,19380,307757,0.92
2023-03-01,19380,305990,1.13
2023-06-01,19380,311105,1.32
2023-09-01,19380,309478,1.05
2023-12-01,19380,314210,2.1
2024-03-01,19430,309314,
2024-06-01,19430,314080,
2024-09-01,19430,311662,
2024-12-01,19430,313955,
2025-03-01,19430,310465,
2025-06-01,19430,317989,1.24
2016-03-01,19460,43238,
2016-06-01,19460,43500,
2016-09-01,19460,43389,
2016-12-01,19460,43900,
2017-03-01,19460,43716,
2017-06-01,19460,43878,0.87
2017-09-01,19460,43810,0.97
2017-12-01,19460,44440,1.23
2018-03-01,19460,44519,1.84
2018-06-01,19460,45254,3.14
2018-09-01,19460,45861,4.68
2018-12-01,19460,46054,3.63
2019-03-01,19460,46373,4.16
2019-06-01,19460,46536,2.83
2019-09-01,19460,46807,2.06
2019-12-01,19460,47551,3.25
2020-03-01,19460,47132,
2020-06-01,19460,45584,-2.05
2020-09-01,19460,45628,-2.52
2020-12-01,19460,46470,-2.27
2021-03-01,19460,45865,
2021-06-01,19460,46192,1.33
2021-09-01,19460,45942,0.69
2021-12-01,19460,47167,1.5
2022-03-01,19460,46630,1.67
2022-06-01,19460,47291,2.38
2022-09-01,19460,47549,3.5
2022-12-01,19460,48193,2.18
2023-03-01,19460,48111,3.18
2023-06-01,19460,48550,2.66
2023-09-01,19460,48597,2.2
2023-12-01,19460,49046,1.77
2024-03-01,19460,49176,
2024-06-01,19460,49746,2.46
2024-09-01,19460,49949,2.78
2024-12-01,19460,50666,3.3
2025-03-01,19460,50640,
2025-06-01,19460,51113,2.75
2016-03-01,19500,44027,
2016-06-01,19500,44209,
2016-09-01,19500,44414,
2016-12-01,19500,44113,
2017-03-01,19500,43733,
2017-06-01,19500,44446,0.54
2017-09-01,19500,44466,0.12
2017-12-01,19500,44391,0.63
2018-03-01,19500,43902,0.39
2018-06-01,19500,45003,1.25
2018-09-01,19500,44772,0.69
2018-12-01,19500,44289,-0.23
2019-03-01,19500,42356,-3.52
2019-06-01,19500,43720,-2.85
2019-09-01,19500,42921,-4.13
2019-12-01,19500,42775,-3.42
2020-03-01,19500,41657,
2020-06-01,19500,39065,-10.65
2020-09-01,19500,39937,-6.95
2020-12-01,19500,39420,-7.84
2021-03-01,19500,39062,
2021-06-01,19500,39835,1.97
2021-09-01,19500,40306,0.92
2021-12-01,19500,40238,2.08
2022-03-01,19500,39876,2.08
2022-06-01,19500,40632,2
2022-09-01,19500,41017,1.76
2022-12-01,19500,41018,1.94
2023-03-01,19500,41029,2.89
2023-06-01,19500,40576,-0.14
2023-09-01,19500,39985,-2.52
2023-12-01,19500,39677,-3.27
2024-03-01,19500,39574,
2024-06-01,19500,39843,-1.81
2024-09-01,19500,39659,-0.82
2024-12-01,19500,39801,0.31
2025-03-01,19500,39424,
2025-06-01,19500,39580,-0.66
2016-03-01,19660,166410,
2016-06-01,19660,167056,
2016-09-01,19660,168372,
2016-12-01,19660,170185,
2017-03-01,19660,171995,
2017-06-01,19660,170678,2.17
2017-09-01,19660,166230,-1.27
2017-12-01,19660,172426,1.32
2018-03-01,19660,174912,1.7
2018-06-01,19660,174186,2.06
2018-09-01,19660,173999,4.67
2018-12-01,19660,175806,1.96
2019-03-01,19660,176554,0.94
2019-06-01,19660,174922,0.42
2019-09-01,19660,173777,-0.13
2019-12-01,19660,176021,0.12
2020-03-01,19660,175439,
2020-06-01,19660,163440,-6.56
2020-09-01,19660,165900,-4.53
2020-12-01,19660,169205,-3.87
2021-03-01,19660,173980,
2021-06-01,19660,174847,6.98
2021-09-01,19660,176439,6.35
2021-12-01,19660,180716,6.8
2022-03-01,19660,182607,4.96
2022-06-01,19660,182854,4.58
2022-09-01,19660,185466,5.12
2022-12-01,19660,186172,3.02
2023-03-01,19660,188238,3.08
2023-06-01,19660,188430,3.05
2023-09-01,19660,188719,1.75
2023-12-01,19660,191096,2.64
2024-03-01,19660,193076,
2024-06-01,19660,191229,1.49
2024-09-01,19660,190868,1.14
2024-12-01,19660,192092,0.52
2025-03-01,19660,192526,
2025-06-01,19660,192655,0.75
2016-03-01,19740,1197843,
2016-06-01,19740,1231440,
2016-09-01,19740,1232683,
2016-12-01,19740,1237370,
2017-03-01,19740,1223436,
2017-06-01,19740,1260810,2.39
2017-09-01,19740,1256507,1.93
2017-12-01,19740,1271475,2.76
2018-03-01,19740,1260722,3.05
2018-06-01,19740,1297769,2.93
2018-09-01,19740,1288419,2.54
2018-12-01,19740,1300599,2.29
2019-03-01,19740,1283455,1.8
2019-06-01,19740,1326343,2.2
2019-09-01,19740,1321973,2.6
2019-12-01,19740,1334598,2.61
2020-03-01,19740,1307018,
2020-06-01,19740,1211543,-8.66
2020-09-01,19740,1236933,-6.43
2020-12-01,19740,1249330,-6.39
2021-03-01,19740,1257848,
2021-06-01,19740,1304780,7.7
2021-09-01,19740,1308478,5.78
2021-12-01,19740,1341616,7.39
2022-03-01,19740,1335018,6.14
2022-06-01,19740,1375398,5.41
2022-09-01,19740,1369429,4.66
2022-12-01,19740,1384564,3.2
2023-03-01,19740,1369065,2.55
2023-06-01,19740,1407339,2.32
2023-09-01,19740,1384402,1.09
2023-12-01,19740,1399240,1.06
2024-03-01,19740,1364255,
2024-06-01,19740,1399289,-0.57
2024-09-01,19740,1387338,0.21
2024-12-01,19740,1391373,-0.56
2025-03-01,19740,1364846,
2025-06-01,19740,1385740,-0.97
2016-03-01,19780,303559,
2016-06-01,19780,314123,
2016-09-01,19780,314188,
2016-12-01,19780,314481,
2017-03-01,19780,309420,
2017-06-01,19780,321676,2.4
2017-09-01,19780,317601,1.09
2017-12-01,19780,319316,1.54
2018-03-01,19780,313695,1.38
2018-06-01,19780,326442,1.48
2018-09-01,19780,321620,1.27
2018-12-01,19780,322811,1.09
2019-03-01,19780,314297,0.19
2019-06-01,19780,328199,0.54
2019-09-01,19780,323815,0.68
2019-12-01,19780,325900,0.96
2020-03-01,19780,316923,
2020-06-01,19780,303029,-7.67
2020-09-01,19780,306944,-5.21
2020-12-01,19780,313576,-3.78
2021-03-01,19780,309067,
2021-06-01,19780,320737,5.84
2021-09-01,19780,318571,3.79
2021-12-01,19780,323913,3.3
2022-03-01,19780,321135,3.9
2022-06-01,19780,333806,4.07
2022-09-01,19780,331870,4.17
2022-12-01,19780,334769,3.35
2023-03-01,19780,331174,3.13
2023-06-01,19780,344334,3.15
2023-09-01,19780,339524,2.31
2023-12-01,19780,342741,2.38
2024-03-01,19780,348710,
2024-06-01,19780,360751,4.77
2024-09-01,19780,351447,3.51
2024-12-01,19780,352535,2.86
2025-03-01,19780,346229,
2025-06-01,19780,357586,-0.88
2016-03-01,19820,1661065,
2016-06-01,19820,1721677,
2016-09-01,19820,1717096,
2016-12-01,19820,1723275,
2017-03-01,19820,1693826,
2017-06-01,19820,1750641,1.68
2017-09-01,19820,1731406,0.83
2017-12-01,19820,1736733,0.78
2018-03-01,19820,1712007,1.07
2018-06-01,19820,1763395,0.73
2018-09-01,19820,1744147,0.74
2018-12-01,19820,1757609,1.2
2019-03-01,19820,1726908,0.87
2019-06-01,19820,1784234,1.18
2019-09-01,19820,1766224,1.27
2019-12-01,19820,1781657,1.37
2020-03-01,19820,1723393,
2020-06-01,19820,1528284,-14.35
2020-09-01,19820,1609816,-8.86
2020-12-01,19820,1614496,-9.38
2021-03-01,19820,1619031,
2021-06-01,19820,1669653,9.25
2021-09-01,19820,1669434,3.7
2021-12-01,19820,1705484,5.64
2022-03-01,19820,1689997,4.38
2022-06-01,19820,1732594,3.77
2022-09-01,19820,1717015,2.85
2022-12-01,19820,1732602,1.59
2023-03-01,19820,1708628,1.1
2023-06-01,19820,1765949,1.93
2023-09-01,19820,1741975,1.45
2023-12-01,19820,1745983,0.77
2024-03-01,19820,1707222,
2024-06-01,19820,1758557,-0.42
2024-09-01,19820,1736671,-0.3
2024-12-01,19820,1732883,-0.75
2025-03-01,19820,1692159,
2025-06-01,19820,1741087,-0.99
2016-03-01,20020,44190,
2016-06-01,20020,44864,
2016-09-01,20020,44577,
2016-12-01,20020,45543,
2017-03-01,20020,45056,
2017-06-01,20020,45533,1.49
2017-09-01,20020,45362,1.76
2017-12-01,20020,46240,1.53
2018-03-01,20020,45649,1.32
2018-06-01,20020,46149,1.35
2018-09-01,20020,45910,1.21
2018-12-01,20020,46730,1.06
2019-03-01,20020,46713,2.33
2019-06-01,20020,46967,1.77
2019-09-01,20020,46937,2.24
2019-12-01,20020,47701,2.08
2020-03-01,20020,46505,
2020-06-01,20020,44654,-4.92
2020-09-01,20020,45152,-3.8
2020-12-01,20020,46710,-2.08
2021-03-01,20020,46067,
2021-06-01,20020,46215,3.5
2021-09-01,20020,46648,3.31
2021-12-01,20020,47546,1.79
2022-03-01,20020,47621,3.37
2022-06-01,20020,47897,3.64
2022-09-01,20020,48644,4.28
2022-12-01,20020,49208,3.5
2023-03-01,20020,49102,3.11
2023-06-01,20020,49469,3.28
2023-09-01,20020,49304,1.36
2023-12-01,20020,49802,1.21
2024-03-01,20020,49182,
2024-06-01,20020,49646,0.36
2024-09-01,20020,48990,-0.64
2024-12-01,20020,49674,-0.26
2025-03-01,20020,48584,
2025-06-01,20020,49685,0.08
2016-03-01,20220,52818,
2016-06-01,20220,53745,
2016-09-01,20220,53148,
2016-12-01,20220,53550,
2017-03-01,20220,52669,
2017-06-01,20220,53977,0.43
2017-09-01,20220,53380,0.44
2017-12-01,20220,53834,0.53
2018-03-01,20220,53083,0.79
2018-06-01,20220,55013,1.92
2018-09-01,20220,54230,1.59
2018-12-01,20220,54640,1.5
2019-03-01,20220,52967,-0.22
2019-06-01,20220,54796,-0.39
2019-09-01,20220,54333,0.19
2019-12-01,20220,54711,0.13
2020-03-01,20220,52793,
2020-06-01,20220,50416,-7.99
2020-09-01,20220,50985,-6.16
2020-12-01,20220,52072,-4.82
2021-03-01,20220,50648,
2021-06-01,20220,52571,4.27
2021-09-01,20220,51916,1.83
2021-12-01,20220,53222,2.21
2022-03-01,20220,52424,3.51
2022-06-01,20220,53829,2.39
2022-09-01,20220,53277,2.62
2022-12-01,20220,53884,1.24
2023-03-01,20220,53138,1.36
2023-06-01,20220,54422,1.1
2023-09-01,20220,53778,0.94
2023-12-01,20220,54599,1.33
2024-03-01,20220,52979,
2024-06-01,20220,54448,0.05
2024-09-01,20220,53573,-0.38
2024-12-01,20220,54029,-1.04
2025-03-01,20220,52470,
2025-06-01,20220,53664,-1.44
2016-03-01,20260,99905,
2016-06-01,20260,104677,
2016-09-01,20260,104703,
2016-12-01,20260,102229,
2017-03-01,20260,100675,
2017-06-01,20260,106418,1.66
2017-09-01,20260,105381,0.65
2017-12-01,20260,103138,0.89
2018-03-01,20260,101918,1.23
2018-06-01,20260,107283,0.81
2018-09-01,20260,105439,0.06
2018-12-01,20260,103686,0.53
2019-03-01,20260,101708,-0.21
2019-06-01,20260,106907,-0.35
2019-09-01,20260,105333,-0.1
2019-12-01,20260,103311,-0.36
2020-03-01,20260,100506,
2020-06-01,20260,92924,-13.08
2020-09-01,20260,97147,-7.77
2020-12-01,20260,93746,-9.26
2021-03-01,20260,95045,
2021-06-01,20260,100520,8.17
2021-09-01,20260,100571,3.52
2021-12-01,20260,99774,6.43
2022-03-01,20260,97555,2.64
2022-06-01,20260,102542,2.01
2022-09-01,20260,103401,2.81
2022-12-01,20260,100418,0.65
2023-03-01,20260,99360,1.85
2023-06-01,20260,104646,2.05
2023-09-01,20260,103012,-0.38
2023-12-01,20260,101384,0.96
2024-03-01,20260,100615,
2024-06-01,20260,105432,0.75
2024-09-01,20260,103580,0.55
2024-12-01,20260,101969,0.58
2025-03-01,20260,99391,
2025-06-01,20260,103406,-1.92
2016-03-01,20500,228041,
2016-06-01,20500,232137,
2016-09-01,20500,232013,
2016-12-01,20500,234908,
2017-03-01,20500,233269,
2017-06-01,20500,236128,1.72
2017-09-01,20500,234160,0.93
2017-12-01,20500,238323,1.45
2018-03-01,20500,237867,1.97
2018-06-01,20500,241651,2.34
2018-09-01,20500,240017,2.5
2018-12-01,20500,244355,2.53
2019-03-01,20500,244614,2.84
2019-06-01,20500,248552,2.86
2019-09-01,20500,247963,3.31
2019-12-01,20500,250347,2.45
2020-03-01,20500,253684,
2020-06-01,20500,238296,-4.13
2020-09-01,20500,244473,-1.41
2020-12-01,20500,249751,-0.24
2021-03-01,20500,253156,
2021-06-01,20500,258157,8.33
2021-09-01,20500,259524,6.16
2021-12-01,20500,266542,6.72
