period_date,cbsa_code,total_nonfarm_employment,employment_yoy
2020-12-01,16220,30509,-10.06
2021-03-01,16220,30146,
2021-06-01,16220,31766,4.86
2021-09-01,16220,31713,4.12
2021-12-01,16220,31774,4.15
2022-03-01,16220,31662,5.03
2022-06-01,16220,32922,3.64
2022-09-01,16220,33324,5.08
2022-12-01,16220,33128,4.26
2023-03-01,16220,32998,4.22
2023-06-01,16220,34510,4.82
2023-09-01,16220,34200,2.63
2023-12-01,16220,33790,2
2024-03-01,16220,33359,
2024-06-01,16220,34784,0.79
2024-09-01,16220,34658,1.34
2024-12-01,16220,34591,2.37
2025-03-01,16220,33831,
2025-06-01,16220,34862,0.22
2016-03-01,16300,123630,
2016-06-01,16300,126537,
2016-09-01,16300,126076,
2016-12-01,16300,125428,
2017-03-01,16300,123241,
2017-06-01,16300,127352,0.64
2017-09-01,16300,126162,0.07
2017-12-01,16300,126324,0.71
2018-03-01,16300,124272,0.84
2018-06-01,16300,128242,0.7
2018-09-01,16300,126788,0.5
2018-12-01,16300,127295,0.77
2019-03-01,16300,124712,0.35
2019-06-01,16300,128395,0.12
2019-09-01,16300,127590,0.63
2019-12-01,16300,127778,0.38
2020-03-01,16300,123698,
2020-06-01,16300,117810,-8.24
2020-09-01,16300,117934,-7.57
2020-12-01,16300,120183,-5.94
2021-03-01,16300,118166,
2021-06-01,16300,122269,3.78
2021-09-01,16300,120594,2.26
2021-12-01,16300,122345,1.8
2022-03-01,16300,120795,2.22
2022-06-01,16300,124931,2.18
2022-09-01,16300,123164,2.13
2022-12-01,16300,122523,0.15
2023-03-01,16300,120804,0.01
2023-06-01,16300,124903,-0.02
2023-09-01,16300,122711,-0.37
2023-12-01,16300,121928,-0.49
2024-03-01,16300,119847,
2024-06-01,16300,123498,-1.12
2024-09-01,16300,121921,-0.64
2024-12-01,16300,121274,-0.54
2025-03-01,16300,119834,
2025-06-01,16300,122585,-0.74
2016-03-01,16540,50594,
2016-06-01,16540,50511,
2016-09-01,16540,50345,
2016-12-01,16540,50855,
2017-03-01,16540,49444,
2017-06-01,16540,50719,0.41
2017-09-01,16540,51008,1.32
2017-12-01,16540,51752,1.76
2018-03-01,16540,51004,3.16
2018-06-01,16540,52096,2.71
2018-09-01,16540,52493,2.91
2018-12-01,16540,52922,2.26
2019-03-01,16540,51959,1.87
2019-06-01,16540,52569,0.91
2019-09-01,16540,52805,0.59
2019-12-01,16540,53038,0.22
2020-03-01,16540,51813,
2020-06-01,16540,47573,-9.5
2020-09-01,16540,49510,-6.24
2020-12-01,16540,50402,-4.97
2021-03-01,16540,49710,
2021-06-01,16540,50360,5.86
2021-09-01,16540,50692,2.39
2021-12-01,16540,51213,1.61
2022-03-01,16540,51612,3.83
2022-06-01,16540,52143,3.54
2022-09-01,16540,52504,3.57
2022-12-01,16540,52400,2.32
2023-03-01,16540,51417,-0.38
2023-06-01,16540,51682,-0.88
2023-09-01,16540,51956,-1.04
2023-12-01,16540,51750,-1.24
2024-03-01,16540,51757,
2024-06-01,16540,53170,2.88
2024-09-01,16540,53819,3.59
2024-12-01,16540,54563,5.44
2025-03-01,16540,53439,
2025-06-01,16540,53984,1.53
2016-03-01,16580,69631,
2016-06-01,16580,70502,
2016-09-01,16580,71266,
2016-12-01,16580,71059,
2017-03-01,16580,70112,
2017-06-01,16580,71227,1.03
2017-09-01,16580,72311,1.47
2017-12-01,16580,72137,1.52
2018-03-01,16580,71110,1.42
2018-06-01,16580,71862,0.89
2018-09-01,16580,72070,-0.33
2018-12-01,16580,72463,0.45
2019-03-01,16580,71731,0.87
2019-06-01,16580,73042,1.64
2019-09-01,16580,73144,1.49
2019-12-01,16580,73956,2.06
2020-03-01,16580,72154,
2020-06-01,16580,67526,-7.55
2020-09-01,16580,71173,-2.69
2020-12-01,16580,70090,-5.23
2021-03-01,16580,70803,
2021-06-01,16580,72316,7.09
2021-09-01,16580,72875,2.39
2021-12-01,16580,75111,7.16
2022-03-01,16580,74029,4.56
2022-06-01,16580,75393,4.25
2022-09-01,16580,76303,4.7
2022-12-01,16580,76693,2.11
2023-03-01,16580,76074,2.76
2023-06-01,16580,77887,3.31
2023-09-01,16580,79064,3.62
2023-12-01,16580,75505,-1.55
2024-03-01,16580,73908,
2024-06-01,16580,75331,-3.28
2024-09-01,16580,75736,-4.21
2024-12-01,16580,75810,0.4
2025-03-01,16580,74589,
2025-06-01,16580,74318,-1.34
2016-03-01,16620,84240,
2016-06-01,16620,84776,
2016-09-01,16620,84010,
2016-12-01,16620,83740,
2017-03-01,16620,82022,
2017-06-01,16620,83482,-1.53
2017-09-01,16620,83073,-1.12
2017-12-01,16620,82652,-1.3
2018-03-01,16620,81099,-1.13
2018-06-01,16620,82618,-1.03
2018-09-01,16620,81981,-1.31
2018-12-01,16620,81724,-1.12
2019-03-01,16620,79558,-1.9
2019-06-01,16620,80725,-2.29
2019-09-01,16620,80106,-2.29
2019-12-01,16620,79982,-2.13
2020-03-01,16620,77280,
2020-06-01,16620,71823,-11.03
2020-09-01,16620,72628,-9.34
2020-12-01,16620,73742,-7.8
2021-03-01,16620,74053,
2021-06-01,16620,75706,5.41
2021-09-01,16620,75219,3.57
2021-12-01,16620,76092,3.19
2022-03-01,16620,75387,1.8
2022-06-01,16620,76458,0.99
2022-09-01,16620,76591,1.82
2022-12-01,16620,77263,1.54
2023-03-01,16620,78935,4.71
2023-06-01,16620,80363,5.11
2023-09-01,16620,80068,4.54
2023-12-01,16620,81247,5.16
2024-03-01,16620,81244,
2024-06-01,16620,81955,1.98
2024-09-01,16620,81232,1.45
2024-12-01,16620,81574,0.4
2025-03-01,16620,79735,
2025-06-01,16620,80038,-2.34
2016-03-01,16700,256895,
2016-06-01,16700,266168,
2016-09-01,16700,264739,
2016-12-01,16700,266951,
2017-03-01,16700,266663,
2017-06-01,16700,273730,2.84
2017-09-01,16700,268320,1.35
2017-12-01,16700,273397,2.41
2018-03-01,16700,276196,3.57
2018-06-01,16700,285889,4.44
2018-09-01,16700,277946,3.59
2018-12-01,16700,285490,4.42
2019-03-01,16700,284945,3.17
2019-06-01,16700,291881,2.1
2019-09-01,16700,287847,3.56
2019-12-01,16700,291280,2.03
2020-03-01,16700,285053,
2020-06-01,16700,263431,-9.75
2020-09-01,16700,266321,-7.48
2020-12-01,16700,276651,-5.02
2021-03-01,16700,275169,
2021-06-01,16700,283587,7.65
2021-09-01,16700,282413,6.04
2021-12-01,16700,291607,5.41
2022-03-01,16700,292893,6.44
2022-06-01,16700,302465,6.66
2022-09-01,16700,305556,8.19
2022-12-01,16700,310134,6.35
2023-03-01,16700,308654,5.38
2023-06-01,16700,315604,4.34
2023-09-01,16700,315141,3.14
2023-12-01,16700,320280,3.27
2024-03-01,16700,317207,
2024-06-01,16700,324349,2.77
2024-09-01,16700,321102,1.89
2024-12-01,16700,324144,1.21
2025-03-01,16700,325353,
2025-06-01,16700,328537,1.29
2016-03-01,16740,967945,
2016-06-01,16740,986521,
2016-09-01,16740,989061,
2016-12-01,16740,1000737,
2017-03-01,16740,997992,
2017-06-01,16740,1019129,3.31
2017-09-01,16740,1015996,2.72
2017-12-01,16740,1029958,2.92
2018-03-01,16740,1023002,2.51
2018-06-01,16740,1045031,2.54
2018-09-01,16740,1042809,2.64
2018-12-01,16740,1057508,2.67
2019-03-01,16740,1053013,2.93
2019-06-01,16740,1071922,2.57
2019-09-01,16740,1068420,2.46
2019-12-01,16740,1084070,2.51
2020-03-01,16740,1074484,
2020-06-01,16740,1004123,-6.32
2020-09-01,16740,1024891,-4.07
2020-12-01,16740,1061690,-2.06
2021-03-01,16740,1054964,
2021-06-01,16740,1075457,7.1
2021-09-01,16740,1074248,4.82
2021-12-01,16740,1113482,4.88
2022-03-01,16740,1114655,5.66
2022-06-01,16740,1135100,5.55
2022-09-01,16740,1135535,5.71
2022-12-01,16740,1152448,3.5
2023-03-01,16740,1150808,3.24
2023-06-01,16740,1174264,3.45
2023-09-01,16740,1162847,2.41
2023-12-01,16740,1182404,2.6
2024-03-01,16740,1166259,
2024-06-01,16740,1185593,0.96
2024-09-01,16740,1176048,1.14
2024-12-01,16740,1192005,0.81
2025-03-01,16740,1173670,
2025-06-01,16740,1195896,0.87
2016-03-01,16820,74564,
2016-06-01,16820,76894,
2016-09-01,16820,76251,
2016-12-01,16820,76585,
2017-03-01,16820,76104,
2017-06-01,16820,78212,1.71
2017-09-01,16820,77607,1.78
2017-12-01,16820,78162,2.06
2018-03-01,16820,76916,1.07
2018-06-01,16820,79281,1.37
2018-09-01,16820,77441,-0.21
2018-12-01,16820,77893,-0.34
2019-03-01,16820,78075,1.51
2019-06-01,16820,79858,0.73
2019-09-01,16820,78484,1.35
2019-12-01,16820,79530,2.1
2020-03-01,16820,77074,
2020-06-01,16820,68229,-14.56
2020-09-01,16820,71173,-9.32
2020-12-01,16820,73016,-8.19
2021-03-01,16820,72250,
2021-06-01,16820,75199,10.22
2021-09-01,16820,75694,6.35
2021-12-01,16820,77305,5.87
2022-03-01,16820,76811,6.31
2022-06-01,16820,79281,5.43
2022-09-01,16820,78932,4.28
2022-12-01,16820,79408,2.72
2023-03-01,16820,78096,1.67
2023-06-01,16820,80468,1.5
2023-09-01,16820,80191,1.6
2023-12-01,16820,79865,0.58
2024-03-01,16820,77138,
2024-06-01,16820,79274,-1.48
2024-09-01,16820,78192,-2.49
2024-12-01,16820,78091,-2.22
2025-03-01,16820,76728,
2025-06-01,16820,78318,-1.21
2016-03-01,16860,199574,
2016-06-01,16860,203041,
2016-09-01,16860,203132,
2016-12-01,16860,204148,
2017-03-01,16860,204106,
2017-06-01,16860,208675,2.77
2017-09-01,16860,207409,2.11
2017-12-01,16860,209001,2.38
2018-03-01,16860,209346,2.57
2018-06-01,16860,213528,2.33
2018-09-01,16860,213715,3.04
2018-12-01,16860,215803,3.25
2019-03-01,16860,212671,1.59
2019-06-01,16860,215485,0.92
2019-09-01,16860,215237,0.71
2019-12-01,16860,218259,1.14
2020-03-01,16860,213475,
2020-06-01,16860,200226,-7.08
2020-09-01,16860,204526,-4.98
2020-12-01,16860,211809,-2.96
2021-03-01,16860,207952,
2021-06-01,16860,209875,4.82
2021-09-01,16860,211324,3.32
2021-12-01,16860,215194,1.6
2022-03-01,16860,216488,4.1
2022-06-01,16860,218908,4.3
2022-09-01,16860,222477,5.28
2022-12-01,16860,226043,5.04
2023-03-01,16860,225841,4.32
2023-06-01,16860,228299,4.29
2023-09-01,16860,234909,5.59
2023-12-01,16860,237742,5.18
2024-03-01,16860,236368,
2024-06-01,16860,240018,5.13
2024-09-01,16860,238898,1.7
2024-12-01,16860,237145,-0.25
2025-03-01,16860,235838,
2025-06-01,16860,236008,-1.67
2016-03-01,16940,31283,
2016-06-01,16940,32434,
2016-09-01,16940,31830,
2016-12-01,16940,31748,
2017-03-01,16940,31154,
2017-06-01,16940,32415,-0.06
2017-09-01,16940,32394,1.77
2017-12-01,16940,31878,0.41
2018-03-01,16940,31310,0.5
2018-06-01,16940,32807,1.21
2018-09-01,16940,32765,1.15
2018-12-01,16940,33123,3.91
2019-03-01,16940,32267,3.06
2019-06-01,16940,33592,2.39
2019-09-01,16940,33456,2.11
2019-12-01,16940,33504,1.15
2020-03-01,16940,32435,
2020-06-01,16940,31727,-5.55
2020-09-01,16940,32156,-3.89
2020-12-01,16940,32230,-3.8
2021-03-01,16940,31751,
2021-06-01,16940,33383,5.22
2021-09-01,16940,33680,4.74
2021-12-01,16940,33552,4.1
2022-03-01,16940,32402,2.05
2022-06-01,16940,33433,0.15
2022-09-01,16940,33436,-0.72
2022-12-01,16940,33302,-0.75
2023-03-01,16940,33193,2.44
2023-06-01,16940,34407,2.91
2023-09-01,16940,34254,2.45
2023-12-01,16940,34054,2.26
2024-03-01,16940,33520,
2024-06-01,16940,34725,0.92
2024-09-01,16940,34536,0.82
2024-12-01,16940,34454,1.17
2025-03-01,16940,34316,
2025-06-01,16940,35331,1.75
2016-12-01,16980,3970238,
2017-03-01,16980,3902046,
2017-06-01,16980,4023541,
2017-09-01,16980,3994074,
2017-12-01,16980,4021014,1.28
2018-03-01,16980,3943799,1.07
2018-06-01,16980,4056117,0.81
2018-09-01,16980,4027347,0.83
2018-12-01,16980,4045609,0.61
2019-03-01,16980,3959662,0.4
2019-06-01,16980,4085893,0.73
2019-09-01,16980,4044556,0.43
2019-12-01,16980,4067842,0.55
2020-03-01,16980,3929975,
2020-06-01,16980,3583529,-12.3
2020-09-01,16980,3693632,-8.68
2020-12-01,16980,3716286,-8.64
2021-03-01,16980,3691293,
2021-06-01,16980,3823245,6.69
2021-09-01,16980,3818063,3.37
2021-12-01,16980,3913553,5.31
2022-03-01,16980,3854281,4.42
2022-06-01,16980,3975956,3.99
2022-09-01,16980,3976450,4.15
2022-12-01,16980,3985379,1.84
2023-03-01,16980,3942647,2.29
2023-06-01,16980,4060553,2.13
2023-09-01,16980,4021813,1.14
2023-12-01,16980,4018067,0.82
2024-03-01,16980,3876652,
2024-06-01,16980,3981043,-1.96
2024-09-01,16980,3958583,-1.57
2024-12-01,16980,3955767,-1.55
2025-03-01,16980,3884536,
2025-06-01,16980,3990702,0.24
2016-03-01,17020,63734,
2016-06-01,17020,65036,
2016-09-01,17020,67703,
2016-12-01,17020,65976,
2017-03-01,17020,65870,
2017-06-01,17020,66629,2.45
2017-09-01,17020,69178,2.18
2017-12-01,17020,67704,2.62
2018-03-01,17020,67428,2.37
2018-06-01,17020,68096,2.2
2018-09-01,17020,70362,1.71
2018-12-01,17020,67213,-0.73
2019-03-01,17020,65309,-3.14
2019-06-01,17020,65616,-3.64
2019-09-01,17020,67842,-3.58
2019-12-01,17020,67105,-0.16
2020-03-01,17020,64652,
2020-06-01,17020,59427,-9.43
2020-09-01,17020,60394,-10.98
2020-12-01,17020,61170,-8.84
2021-03-01,17020,61231,
2021-06-01,17020,62496,5.16
2021-09-01,17020,64061,6.07
2021-12-01,17020,63429,3.69
2022-03-01,17020,63657,3.96
2022-06-01,17020,63142,1.03
2022-09-01,17020,64344,0.44
2022-12-01,17020,63388,-0.06
2023-03-01,17020,61704,-3.07
2023-06-01,17020,62485,-1.04
2023-09-01,17020,64545,0.31
2023-12-01,17020,63134,-0.4
2024-03-01,17020,62607,
2024-06-01,17020,62736,0.4
2024-09-01,17020,64467,-0.12
2024-12-01,17020,62835,-0.47
2025-03-01,17020,61527,
2025-06-01,17020,62034,-1.12
2016-03-01,17140,891116,
2016-06-01,17140,914776,
2016-09-01,17140,912550,
2016-12-01,17140,918369,
2017-03-01,17140,904484,
2017-06-01,17140,932444,1.93
2017-09-01,17140,924172,1.27
2017-12-01,17140,934322,1.74
2018-03-01,17140,917606,1.45
2018-06-01,17140,947431,1.61
2018-09-01,17140,941278,1.85
2018-12-01,17140,947888,1.45
2019-03-01,17140,929575,1.3
2019-06-01,17140,958283,1.15
2019-09-01,17140,949187,0.84
2019-12-01,17140,959809,1.26
2020-03-01,17140,933373,
2020-06-01,17140,874236,-8.77
2020-09-01,17140,891994,-6.03
2020-12-01,17140,908820,-5.31
2021-03-01,17140,903671,
2021-06-01,17140,930221,6.4
2021-09-01,17140,925245,3.73
2021-12-01,17140,944852,3.96
2022-03-01,17140,937548,3.75
2022-06-01,17140,959334,3.13
2022-09-01,17140,958152,3.56
2022-12-01,17140,964972,2.13
2023-03-01,17140,956634,2.04
2023-06-01,17140,978935,2.04
2023-09-01,17140,969306,1.16
2023-12-01,17140,972439,0.77
2024-03-01,17140,958325,
2024-06-01,17140,978432,-0.05
2024-09-01,17140,973421,0.42
2024-12-01,17140,978962,0.67
2025-03-01,17140,962077,
2025-06-01,17140,982826,0.45
2016-03-01,17300,66248,
2016-06-01,17300,67445,
2016-09-01,17300,67597,
2016-12-01,17300,68559,
2017-03-01,17300,67591,
2017-06-01,17300,68709,1.87
2017-09-01,17300,68800,1.78
2017-12-01,17300,69965,2.05
2018-03-01,17300,69887,3.4
2018-06-01,17300,70890,3.17
2018-09-01,17300,70867,3
2018-12-01,17300,71239,1.82
2019-03-01,17300,70852,1.38
2019-06-01,17300,72256,1.93
2019-09-01,17300,72508,2.32
2019-12-01,17300,73068,2.57
2020-03-01,17300,72280,
2020-06-01,17300,68452,-5.26
2020-09-01,17300,70602,-2.63
2020-12-01,17300,72201,-1.19
2021-03-01,17300,71271,
2021-06-01,17300,72136,5.38
2021-09-01,17300,72784,3.09
2021-12-01,17300,74457,3.12
2022-03-01,17300,74679,4.78
2022-06-01,17300,75313,4.4
2022-09-01,17300,76814,5.54
2022-12-01,17300,77596,4.22
2023-03-01,17300,77271,3.47
2023-06-01,17300,77988,3.55
2023-09-01,17300,78027,1.58
2023-12-01,17300,78250,0.84
2024-03-01,17300,80082,
2024-06-01,17300,81305,4.25
2024-09-01,17300,81994,5.08
2024-12-01,17300,81631,4.32
2025-03-01,17300,81342,
2025-06-01,17300,81664,0.44
2024-03-01,17410,887858,
2024-06-01,17410,912732,
2024-09-01,17410,899130,
2024-12-01,17410,900615,
2025-03-01,17410,874934,
2025-06-01,17410,901316,-1.25
2016-03-01,17420,35996,
2016-06-01,17420,36900,
2016-09-01,17420,39802,
2016-12-01,17420,43428,
2017-03-01,17420,37353,
2017-06-01,17420,38896,5.41
2017-09-01,17420,39133,-1.68
2017-12-01,17420,41668,-4.05
2018-03-01,17420,37828,1.27
2018-06-01,17420,38902,0.02
2018-09-01,17420,39232,0.25
2018-12-01,17420,40751,-2.2
2019-03-01,17420,38755,2.45
2019-06-01,17420,40674,4.56
2019-09-01,17420,41828,6.62
2019-12-01,17420,42879,5.22
2020-03-01,17420,39908,
2020-06-01,17420,42008,3.28
2020-09-01,17420,40468,-3.25
2020-12-01,17420,40680,-5.13
2021-03-01,17420,39535,
2021-06-01,17420,38677,-7.93
2021-09-01,17420,39491,-2.41
2021-12-01,17420,40016,-1.63
2022-03-01,17420,40263,1.84
2022-06-01,17420,40002,3.43
2022-09-01,17420,40199,1.79
2022-12-01,17420,39498,-1.29
2023-03-01,17420,39853,-1.02
2023-06-01,17420,40503,1.25
2023-09-01,17420,41325,2.8
2023-12-01,17420,40200,1.78
2024-03-01,17420,38179,
2024-06-01,17420,38247,-5.57
2024-09-01,17420,38397,-7.09
2024-12-01,17420,37696,-6.23
2025-03-01,17420,37365,
2025-06-01,17420,37310,-2.45
2016-03-01,17460,859722,
2016-06-01,17460,883844,
2016-09-01,17460,878297,
2016-12-01,17460,879552,
2017-03-01,17460,861125,
2017-06-01,17460,891852,0.91
2017-09-01,17460,881244,0.34
2017-12-01,17460,883530,0.45
2018-03-01,17460,868426,0.85
2018-06-01,17460,899004,0.8
2018-09-01,17460,888885,0.87
2018-12-01,17460,893218,1.1
2019-03-01,17460,877784,1.08
2019-06-01,17460,905746,0.75
2019-09-01,17460,895852,0.78
2019-12-01,17460,898783,0.62
2020-03-01,17460,869791,
2020-06-01,17460,816674,-9.83
2020-09-01,17460,825223,-7.88
2020-12-01,17460,838116,-6.75
2021-03-01,17460,825959,
2021-06-01,17460,853624,4.52
2021-09-01,17460,848153,2.78
2021-12-01,17460,859597,2.56
2022-03-01,17460,850938,3.02
2022-06-01,17460,874996,2.5
2022-09-01,17460,868257,2.37
2022-12-01,17460,872780,1.53
2023-03-01,17460,856995,0.71
2023-06-01,17460,885572,1.21
2023-09-01,17460,874020,0.66
2023-12-01,17460,876830,0.46
2016-03-01,17660,44319,
2016-06-01,17660,49108,
2016-09-01,17660,48723,
2016-12-01,17660,46845,
2017-03-01,17660,46440,
2017-06-01,17660,51272,4.41
2017-09-01,17660,50648,3.95
2017-12-01,17660,48941,4.47
2018-03-01,17660,48520,4.48
2018-06-01,17660,53162,3.69
2018-09-01,17660,52168,3
2018-12-01,17660,50265,2.71
2019-03-01,17660,49327,1.66
2019-06-01,17660,54862,3.2
2019-09-01,17660,53701,2.94
2019-12-01,17660,51984,3.42
2020-03-01,17660,50995,
2020-06-01,17660,53366,-2.73
2020-09-01,17660,54088,0.72
2020-12-01,17660,52249,0.51
2021-03-01,17660,52736,
2021-06-01,17660,56840,6.51
2021-09-01,17660,56212,3.93
2021-12-01,17660,54503,4.31
2022-03-01,17660,54701,3.73
2022-06-01,17660,58096,2.21
2022-09-01,17660,57830,2.88
2022-12-01,17660,55993,2.73
2023-03-01,17660,55677,1.78
2023-06-01,17660,61472,5.81
2023-09-01,17660,60017,3.78
2023-12-01,17660,57995,3.58
2024-03-01,17660,59731,
2024-06-01,17660,65164,6.01
2024-09-01,17660,64292,7.12
2024-12-01,17660,60884,4.98
2025-03-01,17660,59688,
2025-06-01,17660,66155,1.52
2016-03-01,17780,69599,
2016-06-01,17780,69565,
2016-09-01,17780,71377,
2016-12-01,17780,71804,
2017-03-01,17780,70995,
2017-06-01,17780,70595,1.48
2017-09-01,17780,73723,3.29
2017-12-01,17780,75080,4.56
2018-03-01,17780,74148,4.44
2018-06-01,17780,74127,5
2018-09-01,17780,77889,5.65
2018-12-01,17780,78266,4.24
2019-03-01,17780,76578,3.28
2019-06-01,17780,76111,2.68
2019-09-01,17780,78815,1.19
2019-12-01,17780,79907,2.1
2020-03-01,17780,77189,
2020-06-01,17780,70307,-7.63
2020-09-01,17780,73676,-6.52
2020-12-01,17780,76780,-3.91
2021-03-01,17780,75888,
2021-06-01,17780,75832,7.86
2021-09-01,17780,79199,7.5
2021-12-01,17780,83003,8.1
2022-03-01,17780,85037,12.06
2022-06-01,17780,83570,10.2
2022-09-01,17780,88180,11.34
2022-12-01,17780,89893,8.3
2023-03-01,17780,88904,4.55
2023-06-01,17780,86973,4.07
2023-09-01,17780,90255,2.35
2023-12-01,17780,90590,0.78
2024-03-01,17780,89621,
2024-06-01,17780,88742,2.03
2024-09-01,17780,91684,1.58
2024-12-01,17780,94054,3.82
2025-03-01,17780,91279,
2025-06-01,17780,89727,1.11
2016-03-01,17820,215426,
2016-06-01,17820,223065,
2016-09-01,17820,223962,
2016-12-01,17820,223712,
2017-03-01,17820,222874,
2017-06-01,17820,231005,3.56
2017-09-01,17820,229957,2.68
2017-12-01,17820,230476,3.02
2018-03-01,17820,227763,2.19
2018-06-01,17820,234488,1.51
2018-09-01,17820,233428,1.51
2018-12-01,17820,234538,1.76
2019-03-01,17820,231154,1.49
2019-06-01,17820,240013,2.36
2019-09-01,17820,239415,2.56
2019-12-01,17820,240052,2.35
2020-03-01,17820,236916,
2020-06-01,17820,225888,-5.89
2020-09-01,17820,232916,-2.71
2020-12-01,17820,231398,-3.61
2021-03-01,17820,233857,
2021-06-01,17820,243710,7.89
2021-09-01,17820,242767,4.23
2021-12-01,17820,247840,7.11
2022-03-01,17820,246077,5.23
2022-06-01,17820,252155,3.47
2022-09-01,17820,250064,3.01
2022-12-01,17820,252570,1.91
2023-03-01,17820,253101,2.85
2023-06-01,17820,262631,4.15
2023-09-01,17820,260309,4.1
2023-12-01,17820,262914,4.1
2024-03-01,17820,255091,
2024-06-01,17820,262563,-0.03
2024-09-01,17820,261127,0.31
2024-12-01,17820,260528,-0.91
2025-03-01,17820,256396,
2025-06-01,17820,261390,-0.45
2016-03-01,17860,65998,
2016-06-01,17860,65994,
2016-09-01,17860,67019,
2016-12-01,17860,66907,
2017-03-01,17860,66947,
2017-06-01,17860,67093,1.67
2017-09-01,17860,67696,1.01
2017-12-01,17860,67729,1.23
2018-03-01,17860,67110,0.24
2018-06-01,17860,66980,-0.17
2018-09-01,17860,67738,0.06
2018-12-01,17860,67464,-0.39
2019-03-01,17860,67056,-0.08
2019-06-01,17860,67116,0.2
2019-09-01,17860,67822,0.12
2019-12-01,17860,68470,1.49
2020-03-01,17860,67002,
2020-06-01,17860,62391,-7.04
2020-09-01,17860,64390,-5.06
2020-12-01,17860,66586,-2.75
2021-03-01,17860,67170,
2021-06-01,17860,67250,7.79
2021-09-01,17860,68656,6.63
2021-12-01,17860,69840,4.89
2022-03-01,17860,69616,3.64
2022-06-01,17860,69511,3.36
2022-09-01,17860,70920,3.3
2022-12-01,17860,71152,1.88
2023-03-01,17860,71466,2.66
2023-06-01,17860,70361,1.22
2023-09-01,17860,70904,-0.02
2023-12-01,17860,71276,0.17
2024-03-01,17860,75472,
2024-06-01,17860,75083,6.71
2024-09-01,17860,75984,7.16
2024-12-01,17860,76286,7.03
2025-03-01,17860,76955,
2025-06-01,17860,76008,1.23
2016-03-01,17900,285356,
2016-06-01,17900,289680,
2016-09-01,17900,291312,
2016-12-01,17900,295672,
2017-03-01,17900,290687,
2017-06-01,17900,293481,1.31
2017-09-01,17900,287406,-1.34
2017-12-01,17900,294666,-0.34
2018-03-01,17900,291244,0.19
2018-06-01,17900,296073,0.88
2018-09-01,17900,292376,1.73
2018-12-01,17900,296964,0.78
2019-03-01,17900,293865,0.9
2019-06-01,17900,298624,0.86
2019-09-01,17900,299158,2.32
2019-12-01,17900,304485,2.53
2020-03-01,17900,293927,
2020-06-01,17900,278943,-6.59
2020-09-01,17900,282023,-5.73
2020-12-01,17900,289272,-5
2021-03-01,17900,289230,
2021-06-01,17900,292123,4.72
2021-09-01,17900,291618,3.4
2021-12-01,17900,301160,4.11
2022-03-01,17900,301704,4.31
2022-06-01,17900,303838,4.01
2022-09-01,17900,306138,4.98
2022-12-01,17900,310016,2.94
2023-03-01,17900,306757,1.67
2023-06-01,17900,309405,1.83
2023-09-01,17900,310977,1.58
2023-12-01,17900,315700,1.83
2024-03-01,17900,311894,
2024-06-01,17900,314015,1.49
2024-09-01,17900,315743,1.53
2024-12-01,17900,320445,1.5
2025-03-01,17900,314868,
2025-06-01,17900,315156,0.36
2016-03-01,17980,91389,
2016-06-01,17980,90810,
2016-09-01,17980,90805,
2016-12-01,17980,92418,
2017-03-01,17980,91296,
2017-06-01,17980,91967,1.27
2017-09-01,17980,91854,1.16
2017-12-01,17980,93294,0.95
2018-03-01,17980,93181,2.06
2018-06-01,17980,94265,2.5
2018-09-01,17980,93370,1.65
2018-12-01,17980,94540,1.34
2019-03-01,17980,94147,1.04
2019-06-01,17980,94736,0.5
2019-09-01,17980,93634,0.28
2019-12-01,17980,95211,0.71
2020-03-01,17980,94206,
2020-06-01,17980,88141,-6.96
2020-09-01,17980,88837,-5.12
2020-12-01,17980,91900,-3.48
2021-03-01,17980,90523,
2021-06-01,17980,90394,2.56
2021-09-01,17980,90342,1.69
2021-12-01,17980,92644,0.81
2022-03-01,17980,89885,-0.7
2022-06-01,17980,91125,0.81
2022-09-01,17980,91694,1.5
2022-12-01,17980,91931,-0.77
2023-03-01,17980,92559,2.97
2023-06-01,17980,93237,2.32
2023-09-01,17980,93365,1.82
2023-12-01,17980,94122,2.38
2024-03-01,17980,92578,
2024-06-01,17980,93185,-0.06
2024-09-01,17980,92236,-1.21
2024-12-01,17980,93108,-1.08
2025-03-01,17980,92645,
2025-06-01,17980,93106,-0.08
2016-03-01,18020,44314,
2016-06-01,18020,44907,
2016-09-01,18020,44310,
2016-12-01,18020,44850,
2017-03-01,18020,44488,
2017-06-01,18020,44902,-0.01
2017-09-01,18020,44352,0.09
2017-12-01,18020,44954,0.23
2018-03-01,18020,44523,0.08
2018-06-01,18020,45797,1.99
2018-09-01,18020,45416,2.4
2018-12-01,18020,45606,1.45
2019-03-01,18020,44641,0.27
2019-06-01,18020,46150,0.77
2019-09-01,18020,45257,-0.35
2019-12-01,18020,45676,0.15
2020-03-01,18020,44843,
2020-06-01,18020,41026,-11.1
2020-09-01,18020,42039,-7.11
2020-12-01,18020,42799,-6.3
2021-03-01,18020,41917,
2021-06-01,18020,42676,4.02
2021-09-01,18020,42219,0.43
2021-12-01,18020,42849,0.12
2022-03-01,18020,43403,3.55
2022-06-01,18020,44565,4.43
2022-09-01,18020,44429,5.23
2022-12-01,18020,44657,4.22
2023-03-01,18020,44306,2.08
2023-06-01,18020,45040,1.07
2023-09-01,18020,44372,-0.13
